scientific_name,f,f_mort,mid_avm,mid_prm,redlist_category,family,common_name,percent_diff,abs_diff,avm_prm,p_max,f_fmsy,mean_f_fmsy
Squatina occulta,0.03637448025,0.013219093746496782,0.33,0.04987567861020629,CR,Squatinidae,Hidden angel shark,63.6583,0.02315538650350322,0.3798756786102063,0.10009020010071076,2.751659938858116,2.9695078567749085
Squatina oculata,0.04458962394981777,0.016058953065526963,0.33,0.045,CR,Squatinidae,Smoothback angelshark,63.985,0.028530670884290805,0.375,0.12380847966074628,2.7766208524226017,2.9695078567749085
Squatina pseudocellata,0.09208898138893253,0.03346667415267575,0.33,0.04987567861020629,LC,Squatinidae,Western angelshark,63.6583,0.058622307236256777,0.3798756786102063,0.2533975608981763,2.751659938858116,2.9695078567749085
Squatina squatina,0.02989607417201231,0.006099555408290342,0.15792028985507248,0.0547513572204126,CR,Squatinidae,Angelshark,79.5975,0.023796518763721967,0.21267164707548508,0.1465314259135513,4.901360127435363,2.9695078567749085
Squatina tergocellata,0.03366902644457015,0.012345873405775335,0.33,0.0547513572204126,LC,Squatinidae,Ornate angelshark,63.3317,0.021323153038794812,0.3847513572204126,0.09182052738897127,2.727151245080901,2.9695078567749085
Squatina tergocellatoides,0.05540959737211086,0.020136773283999643,0.33,0.04987567861020629,EN,Squatinidae,Ocellated angelshark,63.6583,0.03527282408811122,0.3798756786102063,0.1524683693170954,2.751659938858116,2.9695078567749085
Sutorectus tentaculatus,0.06673576301903358,0.030403370470596512,0.429925,0.045,LC,Orectolobidae,Cobbler wobbegong,54.4422,0.03633239254843707,0.474925,0.1464859212232232,2.195013806636844,2.9695078567749085
Triaenodon obesus,0.12570862273466588,0.04527396047788997,0.33,0.045,VU,Carcharhinidae,Whitetip reef shark,63.985,0.0804346622567759,0.375,0.34904518321439926,2.776620852422602,2.9695078567749085
Triakis acutipinna,0.03325648333908225,0.010369584191937804,0.17383720930232557,0.167,EN,Triakidae,Sharpfin houndshark,68.8194,0.022886899147144448,0.3408372093023256,0.10665761190959201,3.2071223773756756,2.9695078567749085
Triakis megalopterus,0.04246471619207794,0.008830112396363745,0.157,0.06042702702702703,LC,Triakidae,Sharptooth houndshark,79.206,0.0336346037957142,0.21742702702702704,0.20421619790361614,4.809079542175628,2.9695078567749085
Triakis scyllium,0.08714993087782785,0.038510682955603386,0.33,0.167,EN,Triakidae,Banded houndshark,55.811,0.04863924792222447,0.497,0.19722087143367772,2.2630066306094276,2.9695078567749085
Triakis semifasciata,0.1173835376543044,0.034954587226236525,0.157,0.167,LC,Triakidae,Leopard shark,70.2219,0.08242895042806787,0.324,0.3941941818124877,3.3581726167888486,2.9695078567749085
Zameus squamulosus,0.02365921581889635,0.004992438421737973,0.17383720930232557,0.045,LC,Somniosidae,Velvet dogfish,78.8985,0.018666777397158378,0.21883720930232559,0.11212101423546356,4.738999597185033,2.9695078567749085
