species,common_name,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0,3,visual,2008,2011,sporadic,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Coelho et al 2012,NA,LF,NA,NA,NA,NA
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.71,372,visual,2008,2011,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Coelho et al 2012,NA,LF,933,917,244,12
Pteroplatytrygon violacea,pelagic stingray,Dasyatidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.01,396,visual,2008,2011,sporadic,stationary,80,disk_width,,190.5,,histotrophy,,pelagic,Coelho et al 2012,NA,LF,NA,NA,NA,NA
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,j hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.265,543,visual,2002,2003,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,768,752,247,9
Lamna nasus,porbeagle shark,Lamnidae,,longline,j hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.361,866,visual,2002,2003,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,103,88,247,9
Prionace glauca,blue shark,Carcharhinidae,,longline,j hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.226,21684,visual,2002,2003,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,914,898,244,11
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,circle hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.213,543,visual,2002,2003,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,768,752,247,9
Lamna nasus,porbeagle shark,Lamnidae,,longline,circle hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.295,866,visual,2002,2003,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,103,88,247,9
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,NW,,Grand banks,pelagic,at-vessel mortality,0.188,21684,visual,2002,2003,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Epperly et al 2012,"number of individuals caught per type of hook is not provided, only avm per hook",LF,914,898,244,11
Pseudocarcharias kamoharai,crocodyle shark,Triakidae,,longline,j hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.0474,190,visual,2008,2011,sporadic,ram,122,total_length,,295,,oophagy,,benthopelagic,Fernandez-Carvalho et al 2015,NA,LF,NA,NA,NA,NA
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,j hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.498,295,visual,2008,2011,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Fernandez-Carvalho et al 2015,NA,LF,2730,2534,247,486
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,j hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.227,44,visual,2008,2011,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Fernandez-Carvalho et al 2015,NA,LF,891,875,244,11
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,j hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.6203,79,visual,2008,2011,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Fernandez-Carvalho et al 2015,NA,LF,933,917,244,12
Pseudocarcharias kamoharai,crocodyle shark,Triakidae,,longline,circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.08,211,visual,2008,2011,sporadic,ram,122,total_length,,295,,oophagy,,benthopelagic,Fernandez-Carvalho et al 2015,NA,LF,NA,NA,NA,NA
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.584,272,visual,2008,2011,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Fernandez-Carvalho et al 2015,NA,LF,2730,2534,247,486
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.11,27,visual,2008,2011,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Fernandez-Carvalho et al 2015,NA,LF,891,875,244,11
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.628,79,visual,2008,2011,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Fernandez-Carvalho et al 2015,NA,LF,933,917,244,12
Pseudocarcharias kamoharai,crocodyle shark,Triakidae,,longline,offset circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.0913,263,visual,2008,2011,sporadic,ram,122,total_length,,295,,oophagy,,benthopelagic,Fernandez-Carvalho et al 2015,NA,LF,NA,NA,NA,NA
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,offset circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.496,248,visual,2008,2011,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Fernandez-Carvalho et al 2015,NA,LF,2730,2534,247,486
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,offset circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.284,81,visual,2008,2011,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Fernandez-Carvalho et al 2015,NA,LF,891,875,244,11
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,offset circle hook,research,,,Portugal,Atlantic,NE,,Western Australia,pelagic,at-vessel mortality,0.629,54,visual,2008,2011,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Fernandez-Carvalho et al 2015,NA,LF,933,917,244,12
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.517,367,visual,1995,2012,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Gallagher et al 2014,NA,LF,2730,2534,247,486
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.286,2126,visual,1995,2012,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Gallagher et al 2014,NA,LF,768,752,247,9
Isurus paucus,longfin majo shark,Lamnidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.511,139,visual,1995,2012,sporadic,ram,427,total_length,,876,,oophagy,28,pelagic,Gallagher et al 2014,NA,LF,769,753,247,9
Lamna nasus,porbeagle shark,Lamnidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.214,255,visual,1995,2012,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Gallagher et al 2014,NA,LF,103,88,247,9
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.422,1090,visual,1995,2012,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Gallagher et al 2014,NA,LF,884,868,244,11
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.257,213,visual,1995,2012,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Gallagher et al 2014,NA,LF,891,875,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.279,274,visual,1995,2012,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Gallagher et al 2014,NA,LF,894,878,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.267,189,visual,1995,2012,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Gallagher et al 2014,NA,LF,896,880,244,11
Carcharhinus signatus,night shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.67,1141,visual,1995,2012,sporadic,ram,280,total_length,,300,,placental viviparity,,coastal-pelagic,Gallagher et al 2014,NA,LF,NA,NA,NA,NA
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.032,1348,visual,1995,2012,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Gallagher et al 2014,NA,LF,902,886,244,791
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.151,17780,visual,1995,2012,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Gallagher et al 2014,NA,LF,914,898,244,11
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,circle hook,multispecies,"Thunnus albacares, Thunnus obesus, Xiphias gladius","swordfish, tuna",USA,Atlantic,NW,,Western Atlantic,pelagic,at-vessel mortality,0.541,727,visual,1995,2012,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Gallagher et al 2014,NA,LF,928,912,244,12
Hexanchus griseus,bluntnose sixgill shark,Hexanchidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0,8,visual,2010,2011,sporadic,ram,550,total_length,,1245,,yolk-sac viviparity,25,bathydemersal,Brooks et al 2015,caught between 504 and 791 m,LF,653,637,247,5
Hexanchus nakamurai,bigeyed sixgill shark,Hexanchidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0.071,14,visual,2010,2011,sporadic,ram,177.8,total_length,,351,,yolk-sac viviparity,,demersal,Brooks et al 2015,caught between 504 and 791 m,LF,NA,NA,NA,NA
Centrophorus sp,gulper shark,Centrophoridae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0.294,51,visual,2010,2011,sporadic,stationary,,total_length,,,,yolk-sac viviparity,,bathydemersal,Brooks et al 2015,caught between 580 and 830 m,LF,NA,NA,NA,NA
Centroscymnus owstoni,roughskin dogfish shark,Somniosidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0.8,5,visual,2010,2011,sporadic,stationary,120,total_length,,804.5,,yolk-sac viviparity,,demersal,Brooks et al 2015,caught between 841 and 1024 m,LF,NA,NA,NA,NA
Squalus cubensis,cuban dogfish,Squalidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0.091,55,visual,2010,2011,sporadic,stationary,110,total_length,,370.5,,yolk-sac viviparity,,demersal,Brooks et al 2015,caught between 472 and 730 m,LF,NA,NA,NA,NA
Galeus springeri,springers sawtail catshark,Scyliorhinidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0.667,3,visual,2010,2011,sporadic,stationary,53,total_length,,640.5,,oviparous,,demersal,Brooks et al 2015,caught between 630 and 870 m,LF,NA,NA,NA,NA
Pseudotriakis microdon,false catshark,Triakidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0,1,visual,2010,2011,sporadic,ram,296,total_length,,1265,,yolk-sac viviparity,,bathydemersal,Brooks et al 2015,caught at 790 m,LF,NA,NA,NA,NA
Mustelus canis,dusky smoothhound shark,Triakidae,,longline,circle hook,research,,,,Atlantic,W,,Bahamas,deep-sea,at-vessel mortality,0,7,visual,2010,2011,sporadic,ram,155,total_length,,404,,yolk-sac viviparity,26,demersal,Brooks et al 2015,caught between 504 and 651 m,LF,2735,2539,244,488
Orectolobus halei,banded wobbegong,Orectolobidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,3,visual,2013,2013,sporadic,stationary,256,total_length,,97.5,,oviparous,,benthocoastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Orectolobus maculatus,spotted wobbegong,Orectolobidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,10,visual,2013,2013,sporadic,stationary,170,total_length,,124,,oviparous,,benthocoastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Orectolobus ornatus,ornate wobbegong,Orectolobidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,5,visual,2013,2013,sporadic,stationary,110,total_length,,52.5,,oviparous,,benthocoastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Carcharias taurus,sand tiger shark,Lamnidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,12,visual,2013,2013,sporadic,ram,325,total_length,,116,,oophagy,26,reef-associated,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,763,747,6871,740
Mustelus antarcticus,gummy shark,Triakidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.225,22,visual,2013,2013,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Carcharhinus brachyurus,copper shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.667,6,visual,2013,2013,sporadic,ram,322,total_length,,73,,placental viviparity,26,reef-associated,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,880,864,244,11
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.956,50,visual,2013,2013,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,1,visual,2013,2013,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.907,113,visual,2013,2013,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,890,874,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.664,74,visual,2013,2013,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,894,878,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.528,160,visual,2013,2013,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,896,880,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.054,123,visual,2013,2013,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,902,886,244,791
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.888,52,visual,2013,2013,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,928,912,244,12
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,1,2,visual,2013,2013,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,933,917,244,12
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,1,11,visual,2013,2013,sporadic,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Rhynchobatus australiae,bottlenose wedgefish,Rhinidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0.125,8,visual,2013,2013,sporadic,stationary,300,total_length,,30,,yolk-sac viviparity,,benthocoastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Aptychotrema rostrata,eastern shovelnose ray,Rhinobatidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,2,visual,2013,2013,sporadic,stationary,120,total_length,,110,,yolk-sac viviparity,,coastal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Bathytoshia brevicaudata,smooth stingray,Dasyatidae,,longline,,research,,,,Southern,SW,,Australia,coastal,at-vessel mortality,0,18,visual,2013,2013,sporadic,stationary,210,disk_width,,242.5,,histotrophy,,demersal,Butcher et al 2015,tested the mortality rate of specimens between 7 and 14 h soak times,LF,NA,NA,NA,NA
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.003,311,visual,2010,2013,sporadic,ram,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Gulak et al 2015,NA,LF,2728,2532,247,493
Carcharias taurus,sand tiger shark,Lamnidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0,13,visual,2010,2013,sporadic,ram,325,total_length,,116,,oophagy,26,reef-associated,Gulak et al 2015,NA,LF,763,747,6871,740
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.664,110,visual,2010,2013,sporadic,ram,164,total_length,,51.5,,placental viviparity,,coastal,Gulak et al 2015,NA,LF,NA,NA,NA,NA
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.813,32,visual,2010,2013,sporadic,ram,304,total_length,,100,,placental viviparity,,coastal,Gulak et al 2015,NA,LF,NA,NA,NA,NA
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.571,35,visual,2010,2013,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Gulak et al 2015,NA,LF,884,868,244,11
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.025,122,visual,2010,2013,sporadic,ram,366,total_length,,82.5,,placental viviparity,,coastal,Gulak et al 2015,NA,LF,NA,NA,NA,NA
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.708,902,visual,2010,2013,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Gulak et al 2015,NA,LF,890,874,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.702,104,visual,2010,2013,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Gulak et al 2015,NA,LF,894,878,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.169,933,visual,2010,2013,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Gulak et al 2015,NA,LF,896,880,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.089,270,visual,2010,2013,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Gulak et al 2015,NA,LF,902,886,244,791
Negaprion brevirostris,lemon shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.042,24,visual,2010,2013,sporadic,ram,368,total_length,,60,,placental viviparity,27,reef-associated,Gulak et al 2015,NA,LF,913,897,244,11
Rhizoprionodon terranovae,atlantic sharpnose shark,Carcharhinidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.894,902,visual,2010,2013,sporadic,ram,113,total_length,,140,,placental viviparity,,coastal,Gulak et al 2015,NA,LF,NA,NA,NA,NA
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.629,175,visual,2010,2013,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Gulak et al 2015,NA,LF,928,912,244,12
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,circle hook,research,,,,Atlantic,W,,USA,coastal,at-vessel mortality,0.56,75,visual,2010,2013,sporadic,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Gulak et al 2015,NA,LF,NA,NA,NA,NA
Rhincodon typus,whale shark,Rhincodontidae,,purse seine,,multispecies,,tuna,,Indian,W,,,pelagic,at-vessel mortality,0.026,38,visual,1995,2001,sporadic,ram,1700,total_length,,964,,yolk-sac viviparity,,pelagic,Capietto et al 2014,NA,LF,NA,NA,NA,NA
Rhincodon typus,whale shark,Rhincodontidae,,purse seine,,multispecies,,tuna,,Atlantic,E,,,pelagic,at-vessel mortality,0.009,107,visual,1995,2001,sporadic,ram,1700,total_length,,964,,yolk-sac viviparity,,pelagic,Capietto et al 2014,NA,LF,NA,NA,NA,NA
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.958,393,visual,1994,2003,sporadic,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,NA,NA,NA,NA
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.92,832,visual,1994,2003,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,928,912,244,12
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.885,486,visual,1994,2003,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,884,868,244,11
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.861,5026,visual,1994,2003,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,890,874,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.75,1651,visual,1994,2003,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,894,878,244,11
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.7,2367,visual,1994,2003,sporadic,ram,164,total_length,,51.5,,placental viviparity,,coastal,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,NA,NA,NA,NA
Rhizoprionodon terranovae,atlantic sharpnose shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.6,14860,visual,1994,2003,sporadic,ram,113,total_length,,140,,placental viviparity,,coastal,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,NA,NA,NA,NA
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.334,19788,visual,1994,2003,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,896,880,244,11
