reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
"Fernandez-Carvalho, J. 2014. Population Dynamics and Fisheries Assessment of the Bigeye Thresher (Alopias superciliosus) in the Atlantic: A Comparison Between North Atlantic and South Atlantic Stocks. PhD Dissertation. University of Algarve, Faro, Portugal.",Ginglymostomatidae,Ginglymostoma,1,0,1293,other,j,other,Gilman et al (2022),1,Ginglymostoma cirratum,,,,,,,,,
"Fernandez-Carvalho, J. 2014. Population Dynamics and Fisheries Assessment of the Bigeye Thresher (Alopias superciliosus) in the Atlantic: A Comparison Between North Atlantic and South Atlantic Stocks. PhD Dissertation. University of Algarve, Faro, Portugal.",Centrophoridae,Centrophorus,0,1,1293,other,j,other,Gilman et al (2022),1,Centrophorus granulosus,,,,,,,,,
"Fernandez-Carvalho, J. 2014. Population Dynamics and Fisheries Assessment of the Bigeye Thresher (Alopias superciliosus) in the Atlantic: A Comparison Between North Atlantic and South Atlantic Stocks. PhD Dissertation. University of Algarve, Faro, Portugal.",Dalatiidae,Isistius,1,0,1293,other,j,other,Gilman et al (2022),1,Isistius brasiliensis,,,,,,,,,
"Kaneko, J., Bartram, P. 2005. Operational profile of a highliner in the American Samoa small-scale (alia) longline albacore fishery. SOEST 05-03. Joint Institute of Marine and Atmospheric Research, University of Hawaii, Honolulu.",Carcharhinidae,Prionace,3,0,412,fish,c,other,Gilman et al (2022),3,Prionace glauca,,,,,,,,,
"Kaneko, J., Bartram, P. 2005. Operational profile of a highliner in the American Samoa small-scale (alia) longline albacore fishery. SOEST 05-03. Joint Institute of Marine and Atmospheric Research, University of Hawaii, Honolulu.",Lamnidae,Isurus,8,2,412,fish,c,other,Gilman et al (2022),10,Isurus oxyrinchus,,,,,,,,,
"Kaneko, J., Bartram, P. 2005. Operational profile of a highliner in the American Samoa small-scale (alia) longline albacore fishery. SOEST 05-03. Joint Institute of Marine and Atmospheric Research, University of Hawaii, Honolulu.",Lamnidae,Isurus,3,2,412,fish,c,other,Gilman et al (2022),5,Isurus paucus,,,,,,,,,
"Jordaan GL, Santos J, Groeneveld JC (2020) Shark discards in selective and mixed-species pelagic longline fisheries. PLoS ONE 15:e0238595. https://doi.org/10.1371/journal.pone.0238595",Pseudocarchariidae,Pseudocarcharias,11,0,1313,other,other,other,Gilman et al (2022),11,Pseudocarcharias kamoharai,,,,,,,,,
"Jordaan GL, Santos J, Groeneveld JC (2020) Shark discards in selective and mixed-species pelagic longline fisheries. PLoS ONE 15:e0238595. https://doi.org/10.1371/journal.pone.0238595",Carcharhinidae,Carcharhinus,1,0,1313,other,other,other,Gilman et al (2022),1,Carcharhinus obscurus,,,,,,,,,
"Jordaan GL, Santos J, Groeneveld JC (2020) Shark discards in selective and mixed-species pelagic longline fisheries. PLoS ONE 15:e0238595. https://doi.org/10.1371/journal.pone.0238595",Carcharhinidae,Galeocerdo,1,0,1313,other,other,other,Gilman et al (2022),1,Galeocerdo cuvier,,,,,,,,,
"Jayasinghe RPPK, Bandaranayake KHK, Weerasekera SJWWMMP, et al (2019) Present status of threatened and conserved species entanglement in multiday tuna fishery in Sri Lanka. IOTC-2019-WPEB15-36. Indian Ocean Tuna Commission, Mahe, Seychelles.",Carcharhinidae,Carcharhinus,75,8,unk,other,other,other,Gilman et al (2022),83,Carcharhinus longimanus,,,,,,,,,
"Jayasinghe RPPK, Bandaranayake KHK, Weerasekera SJWWMMP, et al (2019) Present status of threatened and conserved species entanglement in multiday tuna fishery in Sri Lanka. IOTC-2019-WPEB15-36. Indian Ocean Tuna Commission, Mahe, Seychelles.",Alopiidae,Alopias,203,0,unk,other,other,other,Gilman et al (2022),203,Alopias vulpinus,,,,,,,,,
"Dapp D, Huveneers C, Walker T, Mandelman J, Kerstetter D, Reina R (2017) Using logbook data to determine the immediate mortality of blue sharks (Prionace glauca) and tiger sharks (Galeocerdo cuvier) caught in the commercial U.S. pelagic longline fishery. Fishery Bulletin 115: 27-41.",Carcharhinidae,Prionace,663830,142768,unk,other,other,other,Gilman et al (2022),806598,Prionace glauca,,,,,,,,,
"Dapp D, Huveneers C, Walker T, Mandelman J, Kerstetter D, Reina R (2017) Using logbook data to determine the immediate mortality of blue sharks (Prionace glauca) and tiger sharks (Galeocerdo cuvier) caught in the commercial U.S. pelagic longline fishery. Fishery Bulletin 115: 27-41.",Carcharhinidae,Galeocerdo,14994,480,unk,other,other,other,Gilman et al (2022),15474,Galeocerdo cuvier,,,,,,,,,
"SFA. 2021. Seychelles National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2021. IOTC-2021-SC24-NR22_Rev1. Seychelles Fishing Authority, Victoria, Seychelles.",Carcharhinidae,Prionace,1028,866,unk,other,other,other,Gilman et al (2022),1894,Prionace glauca,,,,,,,,,
"SFA. 2021. Seychelles National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2021. IOTC-2021-SC24-NR22_Rev1. Seychelles Fishing Authority, Victoria, Seychelles.",Carcharhinidae,Carcharhinus,124,335,unk,other,other,other,Gilman et al (2022),459,Carcharhinus falciformis,,,,,,,,,
"SFA. 2021. Seychelles National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2021. IOTC-2021-SC24-NR22_Rev1. Seychelles Fishing Authority, Victoria, Seychelles.",Carcharhinidae,Carcharhinus,3,0,unk,other,other,other,Gilman et al (2022),3,Carcharhinus longimanus,,,,,,,,,
"SFA. 2021. Seychelles National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2021. IOTC-2021-SC24-NR22_Rev1. Seychelles Fishing Authority, Victoria, Seychelles.",Lamnidae,Lamna,0,2,unk,other,other,other,Gilman et al (2022),2,Lamna nasus,,,,,,,,,
"Boggs, C. 1992. Depth, capture time, and hooked longevity of longline-caught pelagic fish: Timing bites of fish with chips. Fishery Bulletin 90: 642-658.",Carcharhinidae,Carcharhinus,22,4,366,fish,j,other,Gilman et al (2022),26,Carcharhinus longimanus,,,,,,,,,
"Boggs, C. 1992. Depth, capture time, and hooked longevity of longline-caught pelagic fish: Timing bites of fish with chips. Fishery Bulletin 90: 642-658.",Carcharhinidae,Prionace,21,0,366,fish,j,other,Gilman et al (2022),21,Prionace glauca,,,,,,,,,
"Sri Lanka DFAR. 2021. Sri Lanka National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2020. IOTC-2021-SC24-NR24. Department of Fisheries and Aquatic Resources, Sri Jayawardenepura Kotte, Sri Lanka.",Carcharhinidae,Carcharhinus,83,4,unk,other,other,other,Gilman et al (2022),87,Carcharhinus longimanus,,,,,,,,,
"Sri Lanka DFAR. 2021. Sri Lanka National Report to the Scientific Committee of the Indian Ocean Tuna Commission, 2020. IOTC-2021-SC24-NR24. Department of Fisheries and Aquatic Resources, Sri Jayawardenepura Kotte, Sri Lanka.",Carcharhinidae,Carcharhinus,21,7,unk,other,other,other,Gilman et al (2022),28,Carcharhinus falciformis,,,,,,,,,
"Francis, M. P., Griggs, L. H. & Baird, S. J. (2001). Pelagic shark by-catch in the New Zealand tuna longline fishery. Marine and Freshwater Research 52, 165–178.",Carcharhinidae,Prionace,6295,1016,2750,other,other,other,Gilman et al (2022),7311,Prionace glauca,,,,,,,,,
"Francis, M. P., Griggs, L. H. & Baird, S. J. (2001). Pelagic shark by-catch in the New Zealand tuna longline fishery. Marine and Freshwater Research 52, 165–178.",Lamnidae,Lamna,1426,920,2750,other,other,other,Gilman et al (2022),2346,Lamna nasus,,,,,,,,,
"Francis, M. P., Griggs, L. H. & Baird, S. J. (2001). Pelagic shark by-catch in the New Zealand tuna longline fishery. Marine and Freshwater Research 52, 165–178.",Lamnidae,Isurus,159,65,2750,other,other,other,Gilman et al (2022),224,Isurus oxyrinchus,,,,,,,,,
"Francis, M. P., Griggs, L. H. & Baird, S. J. (2001). Pelagic shark by-catch in the New Zealand tuna longline fishery. Marine and Freshwater Research 52, 165–178.",Carcharhinidae,Prionace,483,44,1500,other,other,other,Gilman et al (2022),527,Prionace glauca,,,,,,,,,
"Francis, M. P., Griggs, L. H. & Baird, S. J. (2001). Pelagic shark by-catch in the New Zealand tuna longline fishery. Marine and Freshwater Research 52, 165–178.",Lamnidae,Isurus,55,20,1500,other,other,other,Gilman et al (2022),75,Isurus oxyrinchus,,,,,,,,,
"Nunes D, Hazin F, Branco I, et al (2019) Survivorship of species caught in a longline tuna fishery in the western equatorial Atlantic Ocean. Latin American Journal of Aquatic Research 47:798-807.",Carcharhinidae,Prionace,28,135,700,squid,c,mono,Gilman et al (2022),163,Prionace glauca,,,,,,,,,
"Nunes D, Hazin F, Branco I, et al (2019) Survivorship of species caught in a longline tuna fishery in the western equatorial Atlantic Ocean. Latin American Journal of Aquatic Research 47:798-807.",Carcharhinidae,Carcharhinus,2,0,700,squid,c,mono,Gilman et al (2022),2,Carcharhinus falciformis,,,,,,,,,
"Nunes D, Hazin F, Branco I, et al (2019) Survivorship of species caught in a longline tuna fishery in the western equatorial Atlantic Ocean. Latin American Journal of Aquatic Research 47:798-807.",Carcharhinidae,Prionace,15,94,700,squid,j,mono,Gilman et al (2022),109,Prionace glauca,,,,,,,,,
"Nunes D, Hazin F, Branco I, et al (2019) Survivorship of species caught in a longline tuna fishery in the western equatorial Atlantic Ocean. Latin American Journal of Aquatic Research 47:798-807.",Carcharhinidae,Carcharhinus,1,0,700,squid,j,mono,Gilman et al (2022),1,Carcharhinus falciformis,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Carcharhinidae,Carcharhinus,133,0,53,fish,j,mono,Gilman et al (2022),133,Carcharhinus falciformis,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Carcharhinidae,Carcharhinus,7,0,53,fish,j,mono,Gilman et al (2022),7,Carcharhinus amblyrhynchos,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Carcharhinidae,Galeocerdo,4,0,53,fish,j,mono,Gilman et al (2022),4,Galeocerdo cuvier,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Alopiidae,Alopias,2,0,53,fish,j,mono,Gilman et al (2022),2,Alopias pelagicus,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Carcharhinidae,Negaprion,1,0,53,fish,j,mono,Gilman et al (2022),1,Negaprion acutidens,,,,,,,,,
"Kumar A., Pravin, P., Khanolkar, P., Remesan, M., Meenakumari, B. 2015. Efficacy of bait species and baiting pattern on hooking rates and bait loss during longline fishing in Lakshadweep Sea, India. Indian Journal of Geo-Marine Science 44: 1844-1851.",Sphyrnidae,Sphyrna,1,0,53,fish,j,mono,Gilman et al (2022),1,Sphyrna lewini,,,,,,,,,
,Carcharhinidae,Prionace,,,,,,,This study,40,Prionace glauca,longline,post-release mortality,0.225,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,10,Prionace glauca,longline,post-release mortality,0.2,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,37,Prionace glauca,longline,post-release mortality,0.24,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,16,Prionace glauca,longline,post-release mortality,0.06,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,12,Prionace glauca,longline,post-release mortality,0.08,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,48,Prionace glauca,longline,post-release mortality,0.16,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,23,Prionace glauca,longline,post-release mortality,0.13,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Carcharhinus,,,,,,,This study,27,Carcharhinus falciformis,purse seine,post-release mortality,0.44,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,23,Carcharhinus falciformis,purse seine,post-release mortality,0.39,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,13,Carcharhinus falciformis,purse seine,post-release mortality,0.61,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,10,Carcharhinus falciformis,longline,post-release mortality,0.05,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,35,Carcharhinus falciformis,longline,post-release mortality,0.2,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,20,Carcharhinus falciformis,pole and line,post-release mortality,0.26,350,total_length,250,placental viviparity,Sharks,10.089
,Alopiidae,Alopias,,,,,,,This study,10,Alopias vulpinus,pole and line,post-release mortality,0.78,573.3,total_length,325,oophagy,Sharks,8.7014
,Alopiidae,Alopias,,,,,,,This study,7,Alopias vulpinus,pole and line,post-release mortality,0.06,573.3,total_length,325,oophagy,Sharks,8.7014
,Alopiidae,Alopias,,,,,,,This study,9,Alopias vulpinus,longline,post-release mortality,0.44,573.3,total_length,325,oophagy,Sharks,8.7014
,Lamnidae,Isurus,,,,,,,This study,2,Isurus oxyrinchus,longline,post-release mortality,0.17,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Isurus,,,,,,,This study,30,Isurus oxyrinchus,pole and line,post-release mortality,0.9,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Isurus,,,,,,,This study,26,Isurus oxyrinchus,longline,post-release mortality,0.3,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Lamna,,,,,,,This study,33,Lamna nasus,longline,post-release mortality,0.18,365,total_length,904.5,oophagy,Sharks,6.2338
,Carcharhinidae,Carcharhinus,,,,,,,This study,13,Carcharhinus longimanus,longline,post-release mortality,0.04,350,total_length,541,placental viviparity,Sharks,9.5821
,Carcharhinidae,Carcharhinus,,,,,,,This study,2,Carcharhinus longimanus,longline,post-release mortality,0.5,350,total_length,541,placental viviparity,Sharks,9.5821
,Alopiidae,Alopias,,,,,,,This study,3,Alopias superciliosus,longline,post-release mortality,0.12,484,total_length,361.5,oophagy,Sharks,11.023
,Alopiidae,Alopias,,,,,,,This study,12,Alopias superciliosus,longline,post-release mortality,0.25,484,total_length,361.5,oophagy,Sharks,11.023
,Sphyrnidae,Sphyrna,,,,,,,This study,3,Sphyrna lewini,purse seine,post-release mortality,1,430,total_length,521.5,placental viviparity,Sharks,14.608
,Carcharhinidae,Carcharhinus,,,,,,,This study,2898,Carcharhinus limbatus,gillnet,post-release mortality,0.31,286,total_length,70,placental viviparity,Sharks,7.7253
,Sphyrnidae,Sphyrna,,,,,,,This study,4352,Sphyrna tiburo,gillnet,post-release mortality,0.4,150,total_length,45,placental viviparity,Sharks,4.199
,Carcharhinidae,Carcharhinus,,,,,,,This study,27,Carcharhinus leucas,handline,post-release mortality,0.26,366,total_length,82.5,placental viviparity,Sharks,6.6321
,Carcharhinidae,Galeocerdo,,,,,,,This study,28,Galeocerdo cuvier,handline,post-release mortality,0,740,total_length,556,placental viviparity,Sharks,12.342
,Sphyrnidae,Sphyrna,,,,,,,This study,28,Sphyrna mokarran,handline,post-release mortality,0.4300000000000001,610,total_length,150,placental viviparity,Sharks,7.3981
,Carcharhinidae,Galeocerdo,,,,,,,This study,21,Galeocerdo cuvier,longline,post-release mortality,0,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Carcharhinus,,,,,,,This study,50,Carcharhinus obscurus,longline,post-release mortality,0.29,420,total_length,250,placental viviparity,Sharks,7.0963
,Carcharhinidae,Carcharhinus,,,,,,,This study,119,Carcharhinus plumbeus,longline,post-release mortality,0.2,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Carcharhinus,,,,,,,This study,50,Carcharhinus obscurus,longline,at-vessel mortality,0.22,420,total_length,250,placental viviparity,Sharks,7.0963
,Carcharhinidae,Carcharhinus,,,,,,,This study,119,Carcharhinus plumbeus,longline,at-vessel mortality,0.05,243,total_length,140,placental viviparity,Sharks,15.327
,Mobulidae,Mobula,,,,,,,This study,7,Mobula japanica,purse seine,post-release mortality,0.57,314,disk_width,324.5,histotrophy,Batoids,5.9304
,Lamnidae,Lamna,,,,,,,This study,53,Lamna nasus,longline,post-release mortality,0.17,365,total_length,904.5,oophagy,Sharks,6.2338
,Lamnidae,Isurus,,,,,,,This study,59,Isurus oxyrinchus,longline,post-release mortality,0.36,445,total_length,375,oophagy,Sharks,13.922
,Carcharhinidae,Carcharhinus,,,,,,,This study,43,Carcharhinus obscurus,longline,post-release mortality,0.05,420,total_length,250,placental viviparity,Sharks,7.0963
,Squalidae,Squalus,,,,,,,This study,72,Squalus cubensis,longline,post-release mortality,0.5,110,total_length,370.5,yolk-sac viviparity,Sharks,7.713349999999999
,Centrophoridae,Centrophorus,,,,,,,This study,13,Centrophorus sp,longline,post-release mortality,0.83,165.75,total_length,1136.25,yolk-sac viviparity,Sharks,9.716271428571428
,Triakidae,Mustelus,,,,,,,This study,14,Mustelus canis,longline,post-release mortality,0.75,155,total_length,404,yolk-sac viviparity,Sharks,8.0434
,Squalidae,Squalus,,,,,,,This study,72,Squalus cubensis,longline,at-vessel mortality,0.83,110,total_length,370.5,yolk-sac viviparity,Sharks,7.713349999999999
,Centrophoridae,Centrophorus,,,,,,,This study,13,Centrophorus sp,longline,at-vessel mortality,0.31,165.75,total_length,1136.25,yolk-sac viviparity,Sharks,9.716271428571428
,Triakidae,Mustelus,,,,,,,This study,14,Mustelus canis,longline,at-vessel mortality,0.07,155,total_length,404,yolk-sac viviparity,Sharks,8.0434
,Hexanchidae,Hexanchus,,,,,,,This study,16,Hexanchus nakamurai,longline,at-vessel mortality,0.167,177.8,total_length,351,yolk-sac viviparity,Sharks,10.609
,Hexanchidae,Heptranchias,,,,,,,This study,2,Heptranchias perlo,longline,at-vessel mortality,1,140,total_length,500,yolk-sac viviparity,Sharks,11.532
,Hexanchidae,Hexanchus,,,,,,,This study,1,Hexanchus griseus,longline,at-vessel mortality,0,550,total_length,1245,yolk-sac viviparity,Sharks,7.4946
,Centrophoridae,Centrophorus,,,,,,,This study,9,Centrophorus squamosus,longline,post-release mortality,0.33,166,total_length,1683,yolk-sac viviparity,Sharks,8.8156
,Centrophoridae,Centrophorus,,,,,,,This study,169,Centrophorus squamosus,longline,at-vessel mortality,0.012,166,total_length,1683,yolk-sac viviparity,Sharks,8.8156
,Somniosidae,Centroscymnus,,,,,,,This study,44,Centroscymnus coelolepis,longline,at-vessel mortality,0.045,130,total_length,1901.5,yolk-sac viviparity,Sharks,4.5968
,Centrophoridae,Deania,,,,,,,This study,171,Deania calcea,longline,at-vessel mortality,0.088,162,total_length,782,yolk-sac viviparity,Sharks,6.3057
,Scyliorhinidae,Galeus,,,,,,,This study,21,Galeus melastomus,longline,at-vessel mortality,0.38,90,total_length,1027.5,oviparous,Sharks,6.0236
,Carcharhinidae,Carcharhinus,,,,,,,This study,69,Carcharhinus falciformis,longline,post-release mortality,0.07,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,69,Carcharhinus falciformis,longline,post-release mortality,0.15200000000000002,350,total_length,250,placental viviparity,Sharks,10.089
,Gymnuridae,Gymnura,,,,,,,This study,84,Gymnura natalensis,trawl,at-vessel mortality,0.464,250,disk_width,37.5,placental viviparity,Batoids,6.4866
,Sphyrnidae,Sphyrna,,,,,,,This study,169,Sphyrna lewini,trawl,at-vessel mortality,0.976,430,total_length,521.5,placental viviparity,Sharks,14.608
,Triakidae,Mustelus,,,,,,,This study,14,Mustelus mosis,trawl,at-vessel mortality,0.286,150,total_length,135,yolk-sac viviparity,Sharks,5.461
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,24,Rhizoprionodon acutus,trawl,at-vessel mortality,0.292,178,total_length,100.5,placental viviparity,Sharks,6.0408
,Carcharhinidae,Carcharhinus,,,,,,,This study,25,Carcharhinus brevipinna,trawl,at-vessel mortality,0.56,304,total_length,100,placental viviparity,Sharks,10.685
,Carcharhinidae,Carcharhinus,,,,,,,This study,8,Carcharhinus obscurus,trawl,at-vessel mortality,0.125,420,total_length,250,placental viviparity,Sharks,7.0963
,Carcharhinidae,Carcharhinus,,,,,,,This study,6,Carcharhinus plumbeus,trawl,at-vessel mortality,0.33,243,total_length,140,placental viviparity,Sharks,15.327
,Pentanchidae,Halaelurus,,,,,,,This study,47,Halaelurus lineatus,trawl,at-vessel mortality,0.192,56,total_length,145,oviparous,Sharks,8.381
,Myliobatidae,Aetomylaeus,,,,,,,This study,4,Aetomylaeus bovinus,trawl,at-vessel mortality,0.25,222,disk_width,50,histotrophy,Batoids,19.152
,Myliobatidae,Myliobatis,,,,,,,This study,4,Myliobatis aquila,trawl,at-vessel mortality,0.5,150,disk_width,30,histotrophy,Batoids,9.7933
,Aetobatidae,Aetobatus,,,,,,,This study,3,Aetobatus narinari,trawl,at-vessel mortality,0,226,disk_width,30,histotrophy,Batoids,9.6919
,Squatinidae,Squatina,,,,,,,This study,10,Squatina africana,trawl,at-vessel mortality,0.6,122,total_length,300,yolk-sac viviparity,Sharks,9.8045
,Torpedinidae,Torpedo,,,,,,,This study,5,Torpedo sinuspersici,trawl,at-vessel mortality,0.4,130,total_length,101,yolk-sac viviparity,Batoids,31.9
,Carcharhinidae,Carcharhinus,,,,,,,This study,321,Carcharhinus dussumieri,trawl,at-vessel mortality,0.52,100.7,total_length,50,placental viviparity,Sharks,9.6066
,Carcharhinidae,Carcharhinus,,,,,,,This study,23,Carcharhinus sorrah,trawl,at-vessel mortality,0.65,166,total_length,70,placental viviparity,Sharks,5.01
,Carcharhinidae,Carcharhinus,,,,,,,This study,73,Carcharhinus tilstoni,trawl,at-vessel mortality,0.82,200,total_length,75,placental viviparity,Sharks,9.39980275862069
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,116,Rhizoprionodon acutus,trawl,at-vessel mortality,0.82,178,total_length,100.5,placental viviparity,Sharks,6.0408
,Hemigaleidae,Chaenogaleus,,,,,,,This study,68,Chaenogaleus macrostoma,trawl,at-vessel mortality,0.62,125,total_length,80,placental viviparity,Sharks,
,Gymnuridae,Gymnura,,,,,,,This study,41,Gymnura natalensis,trawl,at-vessel mortality,0.34,250,disk_width,37.5,placental viviparity,Batoids,6.4866
,Squalidae,Squalus,,,,,,,This study,2284,Squalus acanthias,gillnet,at-vessel mortality,0.175,200,total_length,989,yolk-sac viviparity,Sharks,8.2153
,Squalidae,Squalus,,,,,,,This study,480,Squalus acanthias,gillnet,post-release mortality,0.75,200,total_length,989,yolk-sac viviparity,Sharks,8.2153
,Carcharhinidae,Carcharhinus,,,,,,,This study,185,Carcharhinus plumbeus,longline,at-vessel mortality,0.005,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Carcharhinus,,,,,,,This study,130,Carcharhinus plumbeus,longline,post-release mortality,0.031,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Carcharhinus,,,,,,,This study,292,Carcharhinus limbatus,longline,at-vessel mortality,0.35,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,105,Carcharhinus limbatus,longline,post-release mortality,0.419,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Galeocerdo,,,,,,,This study,126,Galeocerdo cuvier,longline,at-vessel mortality,0,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Galeocerdo,,,,,,,This study,52,Galeocerdo cuvier,longline,post-release mortality,0.019,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Carcharhinus,,,,,,,This study,36,Carcharhinus leucas,longline,at-vessel mortality,0,366,total_length,82.5,placental viviparity,Sharks,6.6321
,Carcharhinidae,Carcharhinus,,,,,,,This study,14,Carcharhinus leucas,longline,post-release mortality,0.071,366,total_length,82.5,placental viviparity,Sharks,6.6321
,Carcharhinidae,Carcharhinus,,,,,,,This study,55,Carcharhinus brevipinna,longline,at-vessel mortality,0.618,304,total_length,100,placental viviparity,Sharks,10.685
,Carcharhinidae,Carcharhinus,,,,,,,This study,14,Carcharhinus brevipinna,longline,post-release mortality,0.714,304,total_length,100,placental viviparity,Sharks,10.685
,Ginglymostomatidae,Ginglymostoma,,,,,,,This study,213,Ginglymostoma cirratum,longline,at-vessel mortality,0,308,total_length,65,yolk-sac viviparity,Sharks,3.1785
,Carcharhinidae,Negaprion,,,,,,,This study,6,Negaprion brevirostris,longline,at-vessel mortality,0,368,total_length,60,placental viviparity,Sharks,7.4039
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,46,Rhizoprionodon terraenovae,longline,at-vessel mortality,0.674,113,total_length,140,placental viviparity,Sharks,6.7403
,Carcharhinidae,Negaprion,,,,,,,This study,655,Negaprion brevirostris,gillnet,at-vessel mortality,0.035,368,total_length,60,placental viviparity,Sharks,7.4039
,Carcharhinidae,Carcharhinus,,,,,,,This study,33,Carcharhinus limbatus,gillnet,at-vessel mortality,0.242,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,27,Carcharhinus leucas,gillnet,at-vessel mortality,0.185,366,total_length,82.5,placental viviparity,Sharks,6.6321
,Sphyrnidae,Sphyrna,,,,,,,This study,39,Sphyrna tiburo,gillnet,at-vessel mortality,0.308,150,total_length,45,placental viviparity,Sharks,4.199
,Carcharhinidae,Carcharhinus,,,,,,,This study,67,Carcharhinus acronotus,gillnet,at-vessel mortality,0.813,164,total_length,51.5,placental viviparity,Sharks,8.3419
,Carcharhinidae,Carcharhinus,,,,,,,This study,78,Carcharhinus limbatus,gillnet,at-vessel mortality,0.905,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,1061,Rhizoprionodon terraenovae,gillnet,at-vessel mortality,0.804,113,total_length,140,placental viviparity,Sharks,6.7403
,Sphyrnidae,Sphyrna,,,,,,,This study,149,Sphyrna tiburo,gillnet,at-vessel mortality,0.715,150,total_length,45,placental viviparity,Sharks,4.199
,Hexanchidae,Notorynchus,,,,,,,This study,202,Notorynchus cepedianus,gillnet,at-vessel mortality,0.332,296,total_length,285,yolk-sac viviparity,Sharks,8.1187
,Squalidae,Squalus,,,,,,,This study,52,Squalus acanthias,gillnet,at-vessel mortality,0.135,200,total_length,989,yolk-sac viviparity,Sharks,8.2153
,Squalidae,Squalus,,,,,,,This study,1178,Squalus megalops,gillnet,at-vessel mortality,0.103,89,total_length,366,yolk-sac viviparity,Sharks,7.0687
,Pristiophoridae,Pristiophorus,,,,,,,This study,113,Pristiophorus nudipinnis,gillnet,at-vessel mortality,0.416,124,total_length,82.5,yolk-sac viviparity,Sharks,6.0799
