reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,3,1,722,fish,other,mono,Gilman et al (2022),4,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,10,6,722,squid,other,mono,Gilman et al (2022),16,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Dalatiidae,Isistius,0,1,722,other,c,mono,Gilman et al (2022),1,Isistius brasiliensis,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Pseudocarchariidae,Pseudocarcharias,0,1,722,other,c,mono,Gilman et al (2022),1,Pseudocarcharias kamoharai,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Pseudocarchariidae,Pseudocarcharias,0,1,722,squid,c,mono,Gilman et al (2022),1,Pseudocarcharias kamoharai,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Pseudocarchariidae,Pseudocarcharias,1,0,722,squid,j,mono,Gilman et al (2022),1,Pseudocarcharias kamoharai,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,119,58,722,other,c,mono,Gilman et al (2022),177,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,34,19,722,fish,c,mono,Gilman et al (2022),53,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,10,4,722,other,c,mono,Gilman et al (2022),14,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,1,0,722,squid,c,other,Gilman et al (2022),1,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,119,44,722,squid,c,mono,Gilman et al (2022),163,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,44,9,722,other,other,mono,Gilman et al (2022),53,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,3,0,722,other,other,mono,Gilman et al (2022),3,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,13,6,722,squid,other,mono,Gilman et al (2022),19,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,266,212,722,other,j,mono,Gilman et al (2022),478,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,86,30,722,fish,j,mono,Gilman et al (2022),116,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,1,0,722,fish,j,wire,Gilman et al (2022),1,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,86,5,722,other,j,mono,Gilman et al (2022),91,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,156,84,722,squid,j,mono,Gilman et al (2022),240,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,151,221,722,other,other,mono,Gilman et al (2022),372,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,60,26,722,fish,other,mono,Gilman et al (2022),86,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,108,47,722,other,other,mono,Gilman et al (2022),155,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,14,14,722,other,other,mono,Gilman et al (2022),28,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,27,30,722,squid,other,mono,Gilman et al (2022),57,Carcharhinus obscurus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,1,0,722,other,c,mono,Gilman et al (2022),1,Carcharhinus isodon,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,53,79,722,other,c,mono,Gilman et al (2022),132,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,7,6,722,fish,c,mono,Gilman et al (2022),13,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,0,5,722,other,c,mono,Gilman et al (2022),5,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,0,1,722,squid,c,other,Gilman et al (2022),1,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,7,10,722,squid,c,mono,Gilman et al (2022),17,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,16,31,722,other,j,mono,Gilman et al (2022),47,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,2,1,722,fish,j,mono,Gilman et al (2022),3,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,9,4,722,squid,j,mono,Gilman et al (2022),13,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,2,4,722,other,other,mono,Gilman et al (2022),6,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Sphyrnidae,Sphyrna,1,4,722,squid,other,mono,Gilman et al (2022),5,Sphyrna mokarran,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Carcharodon,1,0,722,other,c,mono,Gilman et al (2022),1,Carcharodon carcharias,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Centrophoridae,Centrophorus,1,0,722,other,c,mono,Gilman et al (2022),1,Centrophorus granulosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Centrophoridae,Centrophorus,1,0,722,other,c,mono,Gilman et al (2022),1,Centrophorus granulosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Negaprion,1,0,722,squid,j,mono,Gilman et al (2022),1,Negaprion brevirostris,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,60,57,722,other,c,mono,Gilman et al (2022),117,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,15,18,722,fish,c,mono,Gilman et al (2022),33,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,3,2,722,other,c,mono,Gilman et al (2022),5,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,0,2,722,other,c,mono,Gilman et al (2022),2,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,0,2,722,squid,c,other,Gilman et al (2022),2,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,35,48,722,squid,c,mono,Gilman et al (2022),83,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,0,1,722,other,other,mono,Gilman et al (2022),1,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,18,15,722,other,j,mono,Gilman et al (2022),33,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,5,2,722,fish,j,mono,Gilman et al (2022),7,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,16,22,722,squid,j,mono,Gilman et al (2022),38,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,3,0,722,other,other,mono,Gilman et al (2022),3,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,1,0,722,other,other,mono,Gilman et al (2022),1,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Lamnidae,Isurus,9,6,722,squid,other,mono,Gilman et al (2022),15,Isurus paucus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,328,734,722,other,c,mono,Gilman et al (2022),1062,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,67,187,722,fish,c,mono,Gilman et al (2022),254,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,7,6,722,other,c,mono,Gilman et al (2022),13,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,2,722,squid,c,other,Gilman et al (2022),4,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,63,79,722,squid,c,mono,Gilman et al (2022),142,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,97,447,722,other,j,mono,Gilman et al (2022),544,Carcharhinus signatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,14,21,722,fish,j,mono,Gilman et al (2022),35,Carcharhinus signatus,,,,,,,,,
