scientific_name,msy_multiple_fishing,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75
Squatina australis,1,0.04449050867935572,0.020268913647064294,54.44216249999996,Median Mortality,0.429925,0.045,0.7722109340201279,0.012,0.429925,0.39638068181818176,0.157,0.045,0.75
Squatina australis,1,0.04449050867935572,0.020268913647064294,54.44216249999996,High Mortality,0.429925,0.75,0.5712667409531111,0.012,0.429925,0.39638068181818176,0.157,0.045,0.75
Squatina californica,1,0.05131725258843128,0.023521666974728815,54.16421225162894,Full Retention,1,1,0.5000067380169481,0.012,0.429925,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.7139999999999999
Squatina californica,1,0.05131725258843128,0.023521666974728815,54.16421225162894,Low Mortality,0.012,0.04987567861020629,0.9693614147925288,0.012,0.429925,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.7139999999999999
Squatina californica,1,0.05131725258843128,0.023521666974728815,54.16421225162894,Median Mortality,0.429925,0.04987567861020629,0.7708210742727366,0.012,0.429925,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.7139999999999999
Squatina californica,1,0.05131725258843128,0.023521666974728815,54.16421225162894,High Mortality,0.429925,0.7139999999999999,0.5815218537885909,0.012,0.429925,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.7139999999999999
Squatina dumeril,1,0.03631388667127489,0.013078446284659578,63.985000000000205,Full Retention,1,1,0.5001548178458927,0.01187801418439716,0.33,0.38488645458587656,0.157,0.045,0.5
Squatina dumeril,1,0.03631388667127489,0.013078446284659578,63.985000000000205,Low Mortality,0.01187801418439716,0.045,0.9718282611240188,0.01187801418439716,0.33,0.38488645458587656,0.157,0.045,0.5
Squatina dumeril,1,0.03631388667127489,0.013078446284659578,63.985000000000205,Median Mortality,0.33,0.045,0.8199257204722683,0.01187801418439716,0.33,0.38488645458587656,0.157,0.045,0.5
Squatina dumeril,1,0.03631388667127489,0.013078446284659578,63.985000000000205,High Mortality,0.38488645458587656,0.5,0.6537922302109458,0.01187801418439716,0.33,0.38488645458587656,0.157,0.045,0.5
Squatina formosa,1,0.02535735882098622,0.009215287781828039,63.65832953311645,Full Retention,1,1,0.5014846316147991,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
