scientific_name,estimate,family,habitat,max_size_cm,ventilation_method,reproductive_mode,median_depth,ac,order,source,genus,species
Pristiophorus lanae,,Pristiophoridae,pelagic,89.5,stationary,lecithotrophic viviparity,311,5.9166,,this study,Pristiophorus,lanae
Cephaloscyllium pictum,,Scyliorhinidae,pelagic,71.7,stationary,lecithotrophic viviparity,,6.14548,,this study,Cephaloscyllium,pictum
Gollum suluensis,,Pseudotriakidae,pelagic,65.2,ram,lecithotrophic viviparity,730,4.8018,,this study,Gollum,suluensis
Planonasus indicus,,Pseudotriakidae,demersal,64,stationary,matrotrophic viviparity,640,5.1897,,this study,Planonasus,indicus
Centrophorus lesliei,,Centrophoridae,demersal,76.5,stationary,lecithotrophic viviparity,490,10.49903846,,this study,Centrophorus,lesliei
Cephaloscyllium fasciatum,,Scyliorhinidae,pelagic,42,stationary,lecithotrophic viviparity,325,6.14548,,this study,Cephaloscyllium,fasciatum
Squalus formosus,,Squalidae,pelagic,85,stationary,lecithotrophic viviparity,485,7.737926667,,this study,Squalus,formosus
Etmopterus joungi,,Etmopteridae,pelagic,40.59999847,stationary,lecithotrophic viviparity,300,6.274288889,,this study,Etmopterus,joungi
Cephaloscyllium formosanum,,Scyliorhinidae,pelagic,65.5,stationary,lecithotrophic viviparity,366,6.14548,,this study,Cephaloscyllium,formosanum
Scoliodon macrorhynchos,,Carcharhinidae,demersal,80,stationary,matrotrophic viviparity,25,9.776036695,,this study,Scoliodon,macrorhynchos
Lamiopsis tephrodes,,Carcharhinidae,demersal,145,ram,matrotrophic viviparity,42.5,9.776036695,,this study,Lamiopsis,tephrodes
Sphyrna gilberti,,Sphyrnidae,pelagic,69,ram,matrotrophic viviparity,,11.45743775,,this study,Sphyrna,gilberti
Carcharhinus macloti,,Carcharhinidae,demersal,110,ram,matrotrophic viviparity,100.5,9.92492714,Carcharhiniformes,this study,Carcharhinus,macloti
Rhizoprionodon oligolinx,,Carcharhinidae,pelagic,85,ram,matrotrophic viviparity,18,17.984,Carcharhiniformes,this study,Rhizoprionodon,oligolinx
Triaenodon obesus,,Carcharhinidae,pelagic,168,stationary,lecithotrophic viviparity,165.5,9.1561,,this study,Triaenodon,obesus
Iago omanensis,,Triakidae,demersal,37,ram,matrotrophic viviparity,1152.5,8.5392,Carcharhiniformes,this study,Iago,omanensis
Hemitriakis indroyonoi,,Triakidae,demersal,120,ram,lecithotrophic viviparity,60,5.9831,,this study,Hemitriakis,indroyonoi
Orectolobus leptolineatus,,Orectolobidae,pelagic,112,stationary,lecithotrophic viviparity,65,5.913222222,,this study,Orectolobus,leptolineatus
Squatina californica,,Squatinidae,demersal,152,stationary,lecithotrophic viviparity,103,8.4192,Squatiniformes,this study,Squatina,californica
Squalus blainville,,Squalidae,demersal,920,stationary,lecithotrophic viviparity,757.5,14.925,,this study,Squalus,blainville
Somniosus cheni,,Somniosidae,demersal,147,stationary,lecithotrophic viviparity,500,3.75285,,this study,Somniosus,cheni
Squalus boretzi,,Squalidae,demersal,95.2,stationary,lecithotrophic viviparity,312.5,7.737926667,,this study,Squalus,boretzi
Mustelus mento,,Triakidae,demersal,130,ram,lecithotrophic viviparity,33,9.7828,,this study,Mustelus,mento
Squalus clarkae,,Squalidae,pelagic,82,stationary,lecithotrophic viviparity,427.5,7.737926667,,this study,Squalus,clarkae
Hemitriakis abdita,,Triakidae,demersal,80,ram,lecithotrophic viviparity,313,5.9831,,this study,Hemitriakis,abdita
Squalus shiraii,,Squalidae,pelagic,77,stationary,lecithotrophic viviparity,350,7.737926667,,this study,Squalus,shiraii
Etmopterus brosei,,Etmopteridae,pelagic,45.09999847,stationary,lecithotrophic viviparity,840,6.274288889,,this study,Etmopterus,brosei
Mustelus andamanensis,,Triakidae,pelagic,104,ram,lecithotrophic viviparity,75,9.853114,,this study,Mustelus,andamanensis
Squatina mapama,,Squatinidae,demersal,40,stationary,lecithotrophic viviparity,1224.5,10.32279231,,this study,Squatina,mapama
Scyliorhinus hachijoensis,,Scyliorhinidae,demersal,41.6,stationary,lecithotrophic oviparity,375,7.549233333,,this study,Scyliorhinus,hachijoensis
Carcharhinus hemiodon,,Carcharhinidae,demersal,200,ram,matrotrophic viviparity,80,9.92492714,,this study,Carcharhinus,hemiodon
Hexanchus vitulus,,Hexanchidae,demersal,180,ram,lecithotrophic viviparity,395.5,9.0518,,this study,Hexanchus,vitulus
Heterodontus mexicanus,,Heterodontidae,demersal,170,stationary,lecithotrophic oviparity,25,6.7478,Heterodontiformes,this study,Heterodontus,mexicanus
Centrophorus atromarginatus,,Centrophoridae,demersal,87,stationary,lecithotrophic viviparity,316.5,10.49903846,Squaliformes,this study,Centrophorus,atromarginatus
Centrophorus longipinnis,,Centrophoridae,demersal,77.5,stationary,lecithotrophic viviparity,395,10.49903846,,this study,Centrophorus,longipinnis
Centrophorus moluccensis,,Centrophoridae,demersal,100,stationary,lecithotrophic viviparity,474,6.732,Squaliformes,this study,Centrophorus,moluccensis
Rhizoprionodon terraenovae,0.5,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,1,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,1,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.955882353,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,1,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.333333333,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.11627907,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.642857143,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.428571429,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.566878981,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,1,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,Gilman et al (2022),Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.674,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.804,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.91,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.191,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.076,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.894,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.6,Carcharhinidae,demersal,113,ram,matrotrophic viviparity,140,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.342,Carcharhinidae,demersal,178,ram,matrotrophic viviparity,100.5,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Rhizoprionodon terraenovae,0.1,Carcharhinidae,demersal,178,ram,matrotrophic viviparity,100.5,6.7403,Carcharhiniformes,this study,Rhizoprionodon,terraenovae
Squalus megalops,0.103,Squalidae,demersal,89,stationary,lecithotrophic viviparity,366,7.0687,Squaliformes,this study,Squalus,megalops
Squalus megalops,0.06,Squalidae,demersal,64,stationary,lecithotrophic viviparity,390,7.0687,Squaliformes,this study,Squalus,megalops
Squalus megalops,0,Squalidae,demersal,64,stationary,lecithotrophic viviparity,390,7.0687,Squaliformes,this study,Squalus,megalops
Heterodontus portusjacksoni,0.08,Heterodontidae,demersal,165,stationary,lecithotrophic oviparity,87.5,10.685,Heterodontiformes,this study,Heterodontus,portusjacksoni
Heterodontus portusjacksoni,0,Heterodontidae,demersal,165,stationary,lecithotrophic oviparity,137.5,10.685,Heterodontiformes,this study,Heterodontus,portusjacksoni
Heterodontus portusjacksoni,0,Heterodontidae,demersal,165,stationary,lecithotrophic oviparity,137.5,10.685,Heterodontiformes,this study,Heterodontus,portusjacksoni
Cephaloscyllium laticeps,0.05,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,30,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic viviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Furgaleus macki,0.928,Triakidae,demersal,160,ram,lecithotrophic viviparity,113.5,9.695241429,,this study,Furgaleus,macki
Furgaleus macki,0,Triakidae,demersal,160,ram,lecithotrophic viviparity,113.5,9.695241429,,this study,Furgaleus,macki
Mustelus antarcticus,0.569,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.38,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.08,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.26,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.07,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.03,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.225,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.375,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,178,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.6,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Mustelus antarcticus,0.53,Triakidae,demersal,185.2,ram,lecithotrophic viviparity,175.5,16.442,,this study,Mustelus,antarcticus
Carcharhinus cautus,0.66,Carcharhinidae,pelagic,150,ram,matrotrophic viviparity,10,9.92492714,Carcharhiniformes,this study,Carcharhinus,cautus
Cephaloscyllium laticeps,0.05,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,30,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic viviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Megachasma pelagios,0,Megachasmidae,pelagic,549,ram,matrotrophic viviparity,302.5,5.3356,Lamniformes,Gilman et al (2022),Megachasma,pelagios
Megachasma pelagios,,Megachasmidae,pelagic,549,ram,matrotrophic viviparity,302.5,5.3356,Lamniformes,this study,Megachasma,pelagios
Cephaloscyllium laticeps,0.05,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,30,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic viviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Furgaleus macki,0.928,Triakidae,demersal,160,ram,lecithotrophic viviparity,113.5,9.695241429,,this study,Furgaleus,macki
Furgaleus macki,0,Triakidae,demersal,160,ram,lecithotrophic viviparity,113.5,9.695241429,,this study,Furgaleus,macki
Rhincodon typus,0,Rhincodontidae,pelagic,1700,ram,lecithotrophic viviparity,964,7.7945,,Gilman et al (2022),Rhincodon,typus
Rhincodon typus,0.026,Rhincodontidae,pelagic,1700,ram,lecithotrophic viviparity,964,7.7945,Orectolobiformes,this study,Rhincodon,typus
Rhincodon typus,0.009,Rhincodontidae,pelagic,1700,ram,lecithotrophic viviparity,964,7.7945,Orectolobiformes,this study,Rhincodon,typus
Cephaloscyllium laticeps,0.05,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,30,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic viviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0.05,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,30,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic oviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Cephaloscyllium laticeps,0,Scyliorhinidae,demersal,150,stationary,lecithotrophic viviparity,110.5,6.1457,,this study,Cephaloscyllium,laticeps
Heterodontus francisci,,Heterodontidae,demersal,98,stationary,lecithotrophic oviparity,76,9.5156,,,Heterodontus,francisci
Cephaloscyllium ventriosum,,Scyliorhinidae,demersal,110,stationary,lecithotrophic oviparity,21,6.1456,,,Cephaloscyllium,ventriosum
Parmaturus xaniurus,,Pentanchidae,demersal,45,stationary,lecithotrophic oviparity,669,6.0244,,this study,Parmaturus,xaniurus
Atelomycterus marmoratus,,Scyliorhinidae,reef-associated,70,stationary,lecithotrophic oviparity,52.5,6.812653333,,,Atelomycterus,marmoratus
Chiloscyllium indicum,,Hemiscylliidae,demersal,65,stationary,lecithotrophic oviparity,45,10.693,,,Chiloscyllium,indicum
Chiloscyllium griseum,,Hemiscylliidae,reef-associated,77,stationary,lecithotrophic oviparity,52.5,10.693,,,Chiloscyllium,griseum
Apristurus macrorhynchus,,Pentanchidae,demersal,67.4,stationary,lecithotrophic oviparity,644.5,2.41305,,,Apristurus,macrorhynchus
Apristurus profundorum,,Pentanchidae,demersal,76,stationary,lecithotrophic oviparity,740,2.41305,,,Apristurus,profundorum
Oxynotus caribbaeus,,Oxynotidae,demersal,60,stationary,lecithotrophic viviparity,398.5,19.152,,,Oxynotus,caribbaeus
Schroederichthys chilensis,,Scyliorhinidae,demersal,70,stationary,lecithotrophic oviparity,25.5,6.812653333,,,Schroederichthys,chilensis
Chiloscyllium plagiosum,,Hemiscylliidae,reef-associated,95,stationary,lecithotrophic oviparity,25,10.693,,,Chiloscyllium,plagiosum
Scyliorhinus cervigoni,,Scyliorhinidae,demersal,76,stationary,lecithotrophic oviparity,272.5,7.549233333,,,Scyliorhinus,cervigoni
Triakis maculata,,Triakidae,demersal,180,ram,lecithotrophic viviparity,105,6.0669,,,Triakis,maculata
Chiloscyllium hasselti,,Hemiscylliidae,reef-associated,61,stationary,lecithotrophic oviparity,6,10.693,,,Chiloscyllium,hasselti
Lamiopsis temminckii,,Carcharhinidae,demersal,198,ram,matrotrophic viviparity,25,9.776036695,,,Lamiopsis,temminckii
Cirrhoscyllium japonicum,,Parascylliidae,demersal,48.5,stationary,lecithotrophic oviparity,270,10.205,,,Cirrhoscyllium,japonicum
Cirrhoscyllium formosanum,,Parascylliidae,demersal,39.5,stationary,lecithotrophic oviparity,215,10.205,,,Cirrhoscyllium,formosanum
Heterodontus japonicus,,Heterodontidae,demersal,120,stationary,lecithotrophic oviparity,53,9.5156,,,Heterodontus,japonicus
Proscyllium habereri,,Proscylliidae,demersal,65,stationary,lecithotrophic oviparity,185,8.3397,,this study,Proscyllium,habereri
Squalus margaretsmithae,,Squalidae,demersal,54.3,stationary,lecithotrophic viviparity,257.5,7.737926667,,,Squalus,margaretsmithae
Pliotrema kajae,,Pristiophoridae,demersal,143,stationary,lecithotrophic viviparity,267,7.364,,,Pliotrema,kajae
Atelomycterus erdmanni,,Scyliorhinidae,reef-associated,50.8,stationary,lecithotrophic oviparity,32.5,6.812653333,,,Atelomycterus,erdmanni
Scoliodon laticaudus,,Carcharhinidae,demersal,74,stationary,matrotrophic viviparity,42.5,9.776036695,,,Scoliodon,laticaudus
Prionace glauca,0.246819338,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,Gilman et al (2022),Prionace,glauca
Isurus oxyrinchus,0.560465116,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,Gilman et al (2022),Isurus,oxyrinchus
Carcharhinus falciformis,0.741935484,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,Gilman et al (2022),Carcharhinus,falciformis
Sphyrna zygaena,0.84,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,Gilman et al (2022),Sphyrna,zygaena
Alopias superciliosus,0.684210526,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,Gilman et al (2022),Alopias,superciliosus
Carcharhinus longimanus,0.464285714,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,Gilman et al (2022),Carcharhinus,longimanus
Prionace glauca,0.045275591,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,Gilman et al (2022),Prionace,glauca
Isurus oxyrinchus,0.161290323,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,Gilman et al (2022),Isurus,oxyrinchus
Alopias vulpinus,0.0625,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,Gilman et al (2022),Alopias,vulpinus
Galeorhinus galeus,0,Triakidae,pelagic,199,ram,lecithotrophic viviparity,400,11.901,Carcharhiniformes,Gilman et al (2022),Galeorhinus,galeus
Alopias superciliosus,0,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,Gilman et al (2022),Alopias,superciliosus
Carcharhinus plumbeus,0,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,Gilman et al (2022),Carcharhinus,plumbeus
Hexanchus griseus,0,Hexanchidae,demersal,550,ram,lecithotrophic viviparity,1245,7.4946,Hexanchiformes,Gilman et al (2022),Hexanchus,griseus
Carcharhinus obscurus,0,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,Gilman et al (2022),Carcharhinus,obscurus
