ac,eo,species
1.0113,1.793,Ophiolimna antarctica
53.951,-0.77009,Ophiolimna perfida
10.073,0.63971,Ophiolipus agassizii
12.235,-0.59272,Ophiolipus granulatus
7.1914,-0.1051,Ophiologimus farquhari
6.7976,0.48039,Ophiologimus quadrispinus
4.1023,0.39416,Ophiolycus nutrix
5.691,0.97628,Ophiolycus purpureus
7.6889,0.23202,Ophiomastix asperula
1,-1.9695,Ophiomastix flaccida
27.116,0.85452,Ophiomastix janualis
8.7807,0.29229,Ophiomastix macroplaca
6.2293,0.12563,Ophiomastix palaoensis
6.5599,0.10686,Ophiomastix variabilis
8.6563,0.25946,Ophiomastix wendtii
1,1.8996,Ophiomastus meridionalis
1.7113,1.9428,Ophiomastus serratus
2.3003,1.8317,Ophiomastus tegulitius
8.6297,0.22028,Ophiomaza cacaotica
7.097,0.27589,Ophiomisidium flabellum
4.5288,0.43271,Ophiomisidium irene
6.4373,0.071277,Ophiomisidium tommasii
NaN,NaN,Ophiomitra leucorhabdota
9.8857,0.39093,Ophiomitra valida
12.199,-0.51528,Ophiomitrella clavigera
2.3657,1.4995,Ophiomitrella conferta
4.3679,1.177,Ophiomitrella mensa
8.7578,0.81527,Ophiomitrella polyacantha
1.0397,-1.7169,Ophiomitrella stellifera
6.0282,-0.058296,Ophiomitrella tenuis
11.934,-0.016299,Ophiomoeris nodosa
11.394,0.99711,Ophiomoeris obstricta
10.568,0.059005,Ophiomusa acufera
5.1609,0.17217,Ophiomusa anisacantha
8.7395,0.4212,Ophiomusa aspera
5.8943,1.4275,Ophiomusa fallax
1.7682,1.0689,Ophiomusa granosa
5.8395,0.20855,Ophiomusa incerta
12.937,-0.30678,Ophiomusa leptobrachia
14.596,0.24148,Ophiomusa luetkeni
1.0583,-1.936,Ophiomusa muta
3.6516,1.6544,Ophiomusa relicta
17.149,0.59806,Ophiomusa scalare
25.948,1.1084,Ophiomusa simplex
9.8566,0.34956,Ophiomusium eburneum
9.4564,0.31579,Ophiomyces delata
11.996,1.3701,Ophiomyces frutectosus
5.9032,0.20283,Ophiomyces grandis
15.604,0.57531,Ophiomyxa australis
10.368,0.40694,Ophiomyxa bengalensis
5.3607,0.11079,Ophiomyxa crinita
7.3362,0.15395,Ophiomyxa flaccida
9.241,0.35765,Ophiomyxa neglecta
4.954,0.0099872,Ophiomyxa pentagona
3.8484,0.97313,Ophiomyxa vivipara
6.1369,0.076162,Ophionephthys difficilis
4.4423,-0.11496,Ophionephthys limicola
9.1453,0.32294,Ophionereis annulata
1.582,-1.7342,Ophionereis degeneri
12.183,0.48884,Ophionereis dolabriformis
5.3568,0.095922,Ophionereis fasciata
22.593,0.72179,Ophionereis fusca
7.1393,0.24179,Ophionereis novaezelandiae
25.217,0.83316,Ophionereis olivacea
8.8495,0.26797,Ophionereis reticulata
5.9381,-0.24328,Ophionereis schayeri
7.1381,0.30595,Ophionereis sykesi
7.982,0.22918,Ophionereis vittata
2.7059,0.55735,Ophionotus hexactis
1.0053,1.214,Ophionotus victoriae
11.628,0.47879,Ophiopaepale goesiana
18.034,0.81282,Ophiopallas paradoxa
8.1421,-0.22031,Ophiopallas valens
1.0053,1.214,Ophioperla koehleri
5.7758,0.04258,Ophiopeza cylindrica
10.193,0.34488,Ophiopeza spinosa
7.6101,0.60468,Ophiopholis aculeata
7.4691,0.41602,Ophiopholis brachyactis
4.6197,0.60004,Ophiopholis kennerlyi
3.7953,-0.69897,Ophiophragmus filograneus
4.936,-0.069179,Ophiophragmus pulcher
8.5131,0.27125,Ophiophragmus septus
6.0237,0.11438,Ophiophragmus wurdemanii
9.23,1.0083,Ophiophrixus confinis
5.1898,0.27802,Ophiophrura liodisca
NaN,NaN,Ophiophthalmus cataleimmoidus
5.7928,1.3798,Ophiophthalmus normani
7.9632,0.73224,Ophioplax lamellosa
1.0213,-1.9454,Ophioplax ljungmani
11.295,0.47708,Ophioplax reducta
1.0326,1.3207,Ophiopleura borealis
11.308,-0.74397,Ophioplinthaca citata
18.531,0.92,Ophioplinthaca globata
2.2076,1.6156,Ophioplinthaca incisa
4.8237,0.46667,Ophioplinthaca plicata
6.041,-0.069217,Ophioplinthus abyssorum
46.941,-0.38299,Ophioplinthus accomodata
1.0263,0.95048,Ophioplinthus brevirima
1,1.8978,Ophioplinthus carinata
1.0008,1.2156,Ophioplinthus gelida
1.2526,1.8226,Ophioplinthus inornata
1.022,1.8426,Ophioplinthus olstadi
4.0215,0.3981,Ophioplinthus relegata
1.5116,0.96873,Ophioplinthus tessellata
1.6358,0.84102,Ophioplinthus tuberosa
NaN,NaN,Ophioplinthus tumescens
30.609,0.85664,Ophioplinthus wallini
5.9009,0.046726,Ophioplocus imbricatus
1,1.2495,Ophioplocus incipiens
7.2935,0.26846,Ophioplocus januarii
12.408,0.52792,Ophiopristis luctosa
14.302,-0.076511,Ophiopristis vestita
7.4961,-0.20303,Ophiopsammus aequalis
8.0447,0.25745,Ophiopsammus angusta
6.4511,0.17866,Ophiopsammus assimilis
6.1315,0.15743,Ophiopsammus maculata
6.6466,0.016366,Ophiopsammus yoldii
7.1722,0.17806,Ophiopsila abscissa
5.286,0.072171,Ophiopsila annulosa
5.4632,0.10335,Ophiopsila aranea
7.5028,0.18558,Ophiopsila hartmeyeri
9.0631,0.31232,Ophiopsila pantherina
9.244,0.3136,Ophiopsila riisei
5.8723,0.073665,Ophiopsila vittata
5.379,0.097929,Ophiopteris antipodum
12.848,0.47194,Ophiopteron elegans
1.148,1.6619,Ophiopus arcticus
5.4306,0.2906,Ophiopyrgus saccharatus
8.51,0.28617,Ophiopyrgus trispinosus
1.4719,1.9776,Ophioscolex glacialis
1.0442,1.9675,Ophiosparte gigas
1.013,1.168,Ophiosphalma armatum
1.4536,0.79,Ophiosphalma armigerum
1.0037,1.3697,Ophiosphalma corticosum
3.6927,1.9794,Ophiosphalma elegans
12.265,1.0097,Ophiosphalma laqueatum
2.9671,1.9724,Ophiosphalma properum
1.7294,1.8147,Ophiosteira antarctica
15.209,-0.0096246,Ophiosteira bullivanti
0.18049,1.9006,Ophiosteira debitor
1.1445,1.0902,Ophiosteira echinulata
1.0001,1.4537,Ophiosteira rotundata
10.44,0.38537,Ophiostigma isocanthum
1.6619,-1.6534,Ophiostigma siva
10.313,0.38707,Ophiostriatus atlanticus
7.0781,-0.25951,Ophiostriatus bispinosus
6.3394,0.26484,Ophiostriatus striatus
7.938,0.3829,Ophiothamnus vicarius
7.4368,0.13331,Ophiothela mirabilis
50.508,1.2969,Ophiothela venusta
6.8673,0.15884,Ophiothrix (Acanthophiothrix) armata
6.8016,0.072622,Ophiothrix (Acanthophiothrix) lepidus
36.901,1.0279,Ophiothrix (Acanthophiothrix) proteus
15.272,0.45149,Ophiothrix (Acanthophiothrix) purpurea
13.34,0.51551,Ophiothrix (Acanthophiothrix) suensoni
6.9994,0.2007,Ophiothrix (Acanthophiothrix) vexator
6.6374,0.22721,Ophiothrix (Ophiothrix) aristulata
6.2343,-0.20729,Ophiothrix (Ophiothrix) caespitosa
14.285,0.42719,Ophiothrix (Ophiothrix) exigua
21.859,0.72472,Ophiothrix (Ophiothrix) foveolata
8.2799,0.27209,Ophiothrix (Ophiothrix) koreana
9.0198,0.2795,Ophiothrix (Ophiothrix) oerstedii
6.4525,0.16377,Ophiothrix (Ophiothrix) savignyi
7.8668,0.23534,Ophiothrix (Ophiothrix) spiculata
22.186,0.71569,Ophiothrix (Ophiothrix) trilineata
5.6566,0.05886,Ophiothrix fragilis
9.6996,0.3377,Ophiothrix lineata
4.8104,0.33256,Ophiothrix luetkeni
7.1139,0.21327,Ophiothrix pallida
6.6951,0.23138,Ophiothrix rathbuni
10.492,0.43417,Ophiotoma assimilis
2.0259,1.9712,Ophiotoma megatreta
NaN,NaN,Ophiotoma tertium
13.963,-0.44586,Ophiotreta larissae
9.1204,0.37228,Ophiotreta valenciennesi
1.4921,-1.1347,Ophiotypa simplex
7.136,0.49888,Ophiozonella bispinosa
1.4857,1.8106,Ophiozonella falklandica
9.6356,0.77923,Ophiozonella longispina
10.275,0.43425,Ophiozonella nivea
1.1892,1.9817,Ophiozonella novaecaledoniae
8.0523,0.10882,Ophiozonella projecta
5.4628,0.22571,Ophiozonella stellamaris
5.7332,0.21257,Ophiozonella stellata
11.337,0.85864,Ophiozonella subtilis
6.9695,0.609,Ophiozonoida parva
6.1766,0.19267,Ophiozonoida picta
5.5686,0.48179,Ophiura (Dictenophiura) carnea
7.4935,0.2716,Ophiura (Dictenophiura) ctenophora
7.3074,0.32123,Ophiura (Dictenophiura) platyacantha
1.9366,1.671,Ophiura (Ophiura) scomba
1.7187,1.8219,Ophiura (Ophiura) spinicantha
10.474,0.38834,Ophiura acervata
1.7316,1.6485,Ophiura aequalis
5.8073,0.115,Ophiura albida
8.1195,-0.33862,Ophiura clemens
NaN,NaN,Ophiura crassa
7.4511,1.0862,Ophiura falcifera
7.8157,0.49409,Ophiura flagellata
1.6357,1.1131,Ophiura flexibilis
6.2815,-0.40609,Ophiura fluctuans
5.5269,0.17096,Ophiura grubei
9.2868,0.18047,Ophiura ljungmani
9.0634,0.29438,Ophiura micracantha
7.7015,0.25147,Ophiura ooplax
7.0622,0.1389,Ophiura ophiura
3.8403,0.67595,Ophiura palliata
234.1,-0.92794,Ophiura plana
6.7205,0.080002,Ophiura pteracantha
NaN,NaN,Ophiura quadrispina
5.5948,0.95422,Ophiura robusta
1,1.4462,Ophiura rouchi
7.5107,0.31456,Ophiura sarsii
1.3775,1.8464,Ophiura saurura
1.1646,1.5045,Ophiura zebra
5.3162,0.28593,Ophiuroconis bispinosa
1.0083,1.6216,Ophiuroglypha ambigua
4.6913,0.14436,Ophiuroglypha brevispina
1.0053,1.214,Ophiuroglypha carinifera
1.2071,1.793,Ophiuroglypha jejuna
7.8858,-2.22E-16,Ophiuroglypha kinbergi
3.0843,1.0745,Ophiuroglypha lymani
4.6929,0.35738,Ophiuroglypha rugosa
9.1889,0.3185,Oreaster reticulatus
5.4226,0.074243,Ova canalifera
2.39,1.44,Paelopatides gigantea
1.1287,1.99,Paelopatides grisea
NaN,NaN,Paelopatides quadridens
10.561,0.41099,Paleopneustes cristatus
6.4518,-0.043567,Paleopneustes tholoformis
5.2748,0.20058,Panningia hyndmani
4.4381,1.9999,Pannychia moseleyi
5.5847,0.030982,Paracaudina chilensis
5.5811,0.2661,Paracaudina coriacea
5.7268,0.10619,Paracentrotus gaimardi
5.8117,0.10742,Paracentrotus lividus
2.4775,0.93603,Paracucumis turricata
1.0008,1.9002,Paradota weddellensis
9.4878,0.34914,Paragonaster stenostichus
1.5865,1.081,Paragonaster subtilis
1.0012,1.2253,Paralophaster antarcticus
1.3829,1.1781,Paralophaster godfroyi
5.4319,0.086727,Paralophaster hyalinus
1.102,0.97656,Paralophaster lorioli
6.4481,0.69037,Paramaretia peloria
4.4032,0.16114,Paranepanthia aucklandensis
3.8299,1.1977,Parapneustes cordatus
4.1653,0.22402,Parapneustes reductus
7.6246,0.18593,Parasalenia gratiosa
13.605,0.5023,Parasalenia poehlii
3.3896,1.1601,Parastichopus tremulus
5.5468,0.12692,Parechinus angulosus
3.9639,0.6568,Paroriza prouhoi
4.3926,1.6229,Patiria miniata
1.0816,-1.9999,Pearsonothuria graeffei
34.539,0.47223,Pectinaster agassizi
1.0407,1.1441,Pedicellaster hypernotius
NaN,NaN,Pedicellaster magister
4.7239,0.35418,Pedicellaster typicus
10.528,0.57161,Peltaster placenta
1.7696,0.63953,Peniagone azorica
1.1237,1.7709,Peniagone diaphana
1.0944,1.9213,Peniagone vignoni
7.6455,0.14419,Pentaceraster gracilis
3.6479,0.40684,Pentactella laevigata
5.5651,0.11421,Pentadactyla longidentis
5.2815,0.0066492,Pentagonaster duebeni
5.3804,0.14122,Pentagonaster pulchellus
5.7487,1.3343,Pentamera calcigera
4.0536,0.67979,Pentamera lissoplaca
4.5075,0.95593,Pentamera populifera
3.576,1.4187,Pentamera pseudocalcigera
4.6829,-0.083577,Pentamera pulcherrima
2.9769,1.7594,Pentamera rigida
2.0489,1.5635,Pentametrocrinus semperi
1.1431,1.6196,Pergamaster incertus
1.0033,1.0017,Pergamaster triseriatus
3.8717,0.54953,Peribolaster folliculatus
5.294,0.16426,Peribolaster lictor
3.4179,0.65894,Peribolaster macleani
1.3452,1.4162,Perissasterias monocantha
1.0655,1.9139,Perknaster antarcticus
1.1114,1.7708,Perknaster aurantiacus
1.4018,0.89983,Perknaster aurorae
1.1674,1.4801,Perknaster charcoti
1.6881,0.95909,Perknaster densus
1.5698,0.80123,Perknaster fuscus
1.2436,1.3485,Perknaster sladeni
1,0.99593,Perlophiura profundissima
7.0358,0.1958,Perometra diomedeae
6.9108,0.19672,Peronella hinemoae
8.4038,0.17711,Peronella lesueuri
5.5277,0.011683,Peronella orbicularis
6.5988,0.20188,Peronella peronii
6.9491,1.3931,Persephonaster echinulatus
NaN,NaN,Persephonaster patagiatus
5.9704,0.049216,Petasometra helianthoides
5.1667,0.0085387,Petricia vernicina
27.373,0.85631,Phanogenia distincta
9.8044,0.33096,Phanogenia gracilis
21.418,0.69665,Phanogenia multibrachiata
11.222,0.46537,Pharia pyramidata
7.8105,0.21997,Phataria unifascialis
9.1542,0.44208,Pholidaster squamatus
8.6897,1.9972,Phormosoma bursarium
8.5434,0.27476,Phormosoma placenta
3.3413,1.0071,Phormosoma rigidum
4.7854,0.35352,Phrynocrinus nudus
5.2917,-0.1269,Phyllacanthus irregularis
7.4195,0.15942,Phyllacanthus longispinus
5.5901,0.030357,Phyllacanthus parvispinus
4.9151,-0.12021,Phyllophorus (Phyllothuria) cebuensis
5.3824,0.040484,Phyllophorus (Phyllothuria) hypsipyrga
3.4539,1.1711,Pilematechinus vesica
4.9872,0.13312,Pisaster brevispinus
5.0237,0.093273,Pisaster giganteus
4.9146,0.11291,Pisaster ochraceus
5.2102,0.096281,Placothuria huttoni
10.013,0.35139,Plagiobrissus grandis
5.3274,0.038493,Plectaster decanus
14.133,0.50188,Plesiocolochirus australis
8.2784,0.2225,Plesiocolochirus challengeri
2.3518,1.9816,Plesiodiadema antillarum
112.44,-1.0587,Plesiodiadema horridum
7.1592,0.50945,Plethotaenia angularis
10.062,0.43343,Plethotaenia spatangoides
23.694,-0.24125,Plexechinus planus
9.2975,0.33444,Plinthaster dentatus
7.9928,0.1947,Plutonaster agassizi
1.9392,1.7321,Plutonaster bifrons
1.3589,1.9797,Plutonaster complexus
6.7801,-0.026938,Plutonaster efflorescens
4.7919,0.28704,Plutonaster fragilis
4.3686,0.41946,Plutonaster hikurangi
2.9788,0.64823,Plutonaster jonathani
5.5288,0.28522,Plutonaster knoxi
35.736,-1.9042,Poliometra prolixa
1.9486,1.9998,Pontaster tenuispinus
32.94,1.0277,Pontiometra andersoni
5.5639,1.2759,Porania (Porania) pulvillus
7.7674,0.22098,Poraniella echinulata
3.5801,0.38466,Poraniomorpha (Poraniomorpha) bidens
12.536,-0.27759,Poraniomorpha (Poraniomorpha) hispida
1.0218,1.9509,Poraniomorpha (Poraniomorpha) tumida
3.2432,1.1463,Poraniopsis echinaster
4.9798,0.72902,Poraniopsis inflata
6.8653,0.14595,Poraster superbus
1.4566,1.8653,Porcellanaster ceruleus
1.102,1.9634,Pourtalesia aurorae
3.6925,0.42515,Pourtalesia debilis
2.92,0.5083,Pourtalesia hispida
1.0852,1.7658,Pourtalesia jeffreysi
6.2306,0.78432,Pourtalesia laguncula
10.091,0.95094,Prionaster elegans
9.4047,0.38203,Prionocidaris australis
16.634,0.54793,Prionocidaris baculosa
8.2893,0.099158,Prionocidaris bispinosa
6.4871,0.21734,Prionocidaris hawaiiensis
21.915,0.80152,Prionocidaris pistillaris
1.0008,1.2156,Promachocrinus kerguelensis
6.3707,0.12717,Protankyra assymmetrica
4.9701,-0.0024958,Protankyra bidentata
1.0034,1.9147,Protankyra brychia
6.558,0.078871,Protoreaster nodosus
1.0006,1.9013,Psalidaster mordax
5.8654,0.11083,Psammechinus microtuberculatus
5.5337,0.82528,Psammechinus miliaris
1.4056,1.9521,Pseudarchaster discus
6.1702,0.26342,Pseudarchaster garricki
5.9842,1.2617,Pseudarchaster gracilis
4.0313,0.4849,Pseudarchaster macdougalli
4.1749,1.8968,Pseudarchaster parelii
NaN,NaN,Pseudarchaster pusillus
5.5255,0.27282,Pseudechinaster rubens
5.5196,0.26696,Pseudechinus albocinctus
5.8414,0.28331,Pseudechinus flemingi
5.4923,0.077881,Pseudechinus huttoni
5.7971,0.12474,Pseudechinus magellanicus
2.6778,0.57789,Pseudechinus marionis
5.444,0.090729,Pseudechinus novaezealandiae
9.2997,0.32727,Pseudoboletia indiana
4.3777,-0.95409,Pseudoboletia maculata
4.6282,0.51033,Pseudocnus lubricus
10.77,0.40223,Pseudocolochirus violaceus
12.445,0.50903,Pseudonepanthia briareus
2.1689,-1.2895,Pseudonepanthia nigrobrunnea
5.8801,0.13575,Pseudophidiaster rhysus
7.0776,0.25632,Pseudostichopus hyalegerus
1.8802,1.9939,Pseudostichopus mollis
1.371,1.9977,Pseudostichopus peripatus
1.0566,1.2018,Pseudostichopus spiculiferus
5.2675,0.013922,Pseudothyone belli
6.8053,0.076169,Pseudothyone serrifera
6.5472,0.4454,Psilaster andromeda
1.2586,1.3808,Psilaster charcoti
NaN,NaN,Psilaster pectinatus
2.8032,0.54151,Psolicrux coatsi
1.1572,0.9982,Psolicrux iuvenilesi
5.6252,-0.12927,Psolidiella hickmani
1.0563,1.8744,Psolidium gaini
1.7966,0.75168,Psolidium poriferum
NaN,NaN,Psolidium tenue
1.2756,1.99,Psolidium whittakeri
1.3329,1.9212,Psolus antarcticus
3.455,1.0502,Psolus arnaudi
2.3271,0.75117,Psolus cherbonnieri
3.2426,1.6476,Psolus chitonoides
1.0073,1.174,Psolus dubiosus
4.4092,1.1113,Psolus fabricii
4.9588,0.094828,Psolus patagonicus
13.262,-0.51652,Psolus peronii
3.9184,1.1372,Psolus phantapus
5.5763,-0.047383,Psolus pourtalesi
0.60626,1.2963,Psolus punctatus
4.9234,0.81528,Psolus squamatus
10.987,0.50719,Psolus tuberculosus
1.018,1.5188,Psychropotes depressa
1.0999,1.9882,Psychropotes longicauda
3.1823,0.79334,Psychropotes semperiana
1,1.2809,Psychropotes verrucosa
1.941,1.4184,Pteraster affinis
4.4398,0.19204,Pteraster gibber
7.8296,1.214,Pteraster militarioides
3.1186,1.9286,Pteraster militaris
6.665,0.57895,Pteraster obesus
1.0105,1.6448,Pteraster obscurus
7.0075,0.036808,Pteraster personatus
4.0361,0.47768,Pteraster robertsoni
4.7999,0.08902,Pteraster rugatus
1.325,1.6343,Pteraster stellifer
2.52,1.6216,Pteraster tesselatus
7.2042,0.09895,Ptilocrinus (Ptilocrinus) amezianeae
6.1257,0.069839,Ptilometra australis
5.92,0.076655,Ptilometra macronema
4.9804,1.1362,Pycnopodia helianthoides
5.8332,0.17618,Radiaster gracilis
1.0415,1.0008,Remaster gourdoni
10.06,0.816,Remaster palmatus
5.232,0.079068,Rhabdomolgus ruber
2.5277,0.5388,Rhipidothuria racovitzai
2.1394,1.4986,Rhizocrinus lofotensis
1.7345,0.84793,Rhopiella hirsuta
1.0126,1.0037,Rhynchocidaris triplopora
11.923,0.52593,Rosaster alexandri
5.0348,0.050073,Rowedota allani
5.779,0.21199,Rynkatorpa uncinata
NaN,NaN,Sagenaster evermanni
3.5785,1.1831,Salenocidaris hastigera
1.1277,1.0657,Salenocidaris profundi
2.8931,1.9915,Salenocidaris varispina
0.25263,1.6696,Saliasterias brachiata
16.603,0.58786,Salmaciella dussumieri
7.7923,0.13493,Salmacis belli
35.716,0.99132,Salmacis bicolor
7.7249,0.21089,Salmacis sphaeroides
26.32,0.84328,Salmacis virgulata
14.936,0.56124,Saracrinus angulatus
1,1.8666,Sarametra triserialis
7.61,0.22509,Schizaster doederleini
6.2098,-0.19778,Schizaster lacunosus
9.7483,0.30582,Schizaster orbignyanus
0.54324,1.201,Schizocosmus abatoides
9.9882,0.39532,Sclerasterias contorta
6.3743,0.16472,Sclerasterias dubia
6.2075,0.087572,Sclerasterias eructans
6.2024,0.189,Sclerasterias mollis
9.4171,0.44587,Sclerasterias tanneri
6.0544,0.081713,Sclerodactyla briareus
5.0247,0.0020675,Sclerodactyla multipes
1.0174,1.9516,Scotoplanes globosa
7.9332,0.94722,Scrippsechinus fisheri
8.7096,0.28898,Sculpsitechinus tenuissimus
18.684,0.66353,Seriaster regularis
2.436,0.69117,Sigmodota contorta
1.0618,1.9105,Sigmodota magnibacula
6.2855,0.12042,Sigsbeia conifera
9.8513,0.41209,Sigsbeia murrhina
3.9118,0.48481,Siniotrochus phoxus
5.5628,0.21412,Smilasterias actinata
5.0635,0.26827,Smilasterias clarkailsa
5.1007,0.074398,Smilasterias multipara
1,1.9923,Smilasterias scalprifera
1.0203,1.9415,Smilasterias triremis
2.9837,1.7148,Solaster dawsoni
8.8016,0.14038,Solaster earlli
5.1991,1.031,Solaster endeca
3.4514,1.4244,Solaster regularis
5.7338,0.19321,Solaster torulatus
NaN,NaN,Spatangus californicus
5.565,0.74682,Spatangus luetkeni
5.3354,0.32627,Spatangus mathesoni
5.776,0.23535,Spatangus multispinus
5.4877,0.096736,Spatangus purpureus
6.1864,0.39991,Spatangus raschi
1.0433,1.9436,Sperosoma grimaldii
7.3457,0.15693,Sperosoma nudum
10.94,0.3221,Sperosoma obscurum
5.5051,0.057602,Sphaerechinus granularis
1.0053,1.214,Spinophiura jolliveti
5.0932,0.20173,Squamocnus brevidentis
1.0972,1.0786,Staurocucumis liouvillei
4.403,0.38502,Staurocucumis turqueti
5.6337,-0.15382,Staurothyone inconspicua
5.3721,0.10328,Stegnaster inflatus
3.2755,0.49632,Stegophiura elevata
1.8593,1.268,Stegophiura nodosa
NaN,NaN,Stegophiura ponderosa
3.4576,0.59736,Stegophiura singletoni
6.2124,0.024051,Stegophiura sladeni
7.635,0.61506,Stegophiura sterea
1.1074,1.374,Stegophiura stuwitzii
14.86,0.49205,Stellaster childreni
5.4609,0.043438,Stellaster inspinosus
20.034,0.64668,Stellaster princeps
17.416,0.63661,Stellaster squamulosus
10.775,0.38928,Stephanasterias albula
1.0657,1.958,Sterechinus agassizii
1.0001,1.5262,Sterechinus antarcticus
3.1261,1.9648,Sterechinus dentifer
5.1909,0.11927,Sterechinus diadema
1.0058,1.1068,Sterechinus neumayeri
1.2127,-0.8057,Stereocidaris indica
1.0047,-1.9024,Stereocidaris ingolfiana
5.3666,0.53463,Stereocidaris leucacantha
6.1966,0.32044,Stereocidaris nascaensis
2.0964,1.9943,Stereocidaris sceptriferoides
6.0988,0.051803,Stereoderma kirchsbergii
6.0449,0.30933,Stereoderma unisemita
5.0782,0.61585,Stichastrella rosea
3.7654,-0.1998,Stichopus chloronotus
6.1605,0.21273,Stichopus ludwigi
11.95,0.43295,Stichopus naso
7.0248,0.18802,Stolus albescens
17.368,0.57673,Stomopneustes variolaris
7.1327,0.27117,Strongylocentrotus droebachiensis
3.5827,1.573,Strongylocentrotus fragilis
2.7725,1.8606,Strongylocentrotus pallidus
4.0242,0.20747,Strongylocentrotus polyacanthus
4.8687,0.055542,Strongylocentrotus purpuratus
4.6214,0.80771,Stylasterias forreri
10.366,0.37078,Stylocidaris affinis
11.744,0.45275,Stylocidaris bracteata
1.0739,-1.9718,Stylocidaris calacantha
6.3595,-0.18496,Stylocidaris conferta
28.914,-0.63995,Stylocidaris effluens
10.023,0.37345,Stylocidaris lineata
9.3309,0.24739,Stylometra spinifera
1.2787,1.4176,Styracaster armatus
2.4254,0.34801,Styracaster elongatus
6.1168,-0.19127,Styracaster horridus
1.2714,2,Synallactes challengeri
8.1359,0.24889,Synaptula hydriformis
7.7781,0.16864,Synaptula recta
5.0282,0.01524,Taeniogyrus australianus
5.2695,0.083817,Taeniogyrus dendyi
5.2494,0.06659,Taeniogyrus dunedinensis
9.9589,0.29622,Tamaria fusca
8.9136,0.33055,Tamaria halperni
5.5372,0.026228,Tamaria megaloplax
2.1561,-1.236,Tamaria tumescens
4.6279,-0.7004,Tegulaster alba
5.4006,-0.0037209,Temnopleurus hardwickii
5.0823,0.021419,Temnopleurus michaelseni
10.228,0.37801,Temnopleurus reevesii
39.882,1.0087,Temnopleurus toreumaticus
7.6463,0.20818,Temnotrema bothryoides
10.58,0.42341,Temnotrema elegans
5.1739,0.016915,Temnotrema hawaiiense
7.4075,0.218,Temnotrema reticulatum
5.0984,0.026513,Temnotrema sculptum
10.434,0.4206,Tethyaster grandis
12.654,0.47308,Tethyaster vestitus
1.3466,1.9093,Thalassometra gracilis
5.6545,0.20558,Thaumatometra alternata
17.818,-0.48416,Thaumatometra tenuis
15.422,0.56112,Thelenota anax
6.1174,-0.19078,Thoracaster cylindratus
5.4339,0.0037962,Thorsonia adversaria
7.3201,0.22047,Thyone crassidisca
5.2105,0.043292,Thyone flindersi
6.6795,0.31072,Thyone gadeana
5.2472,0.014248,Thyone inermis
5.1545,-0.017246,Thyone nigra
6.4777,0.15109,Thyone okeni
21.958,0.72791,Thyone papuensis
10.182,0.4032,Thyone pawsoni
6.8944,0.15884,Thyone pseudofusus
5.2894,0.60279,Thyone roscovita
5.8398,0.089692,Thyone spinifera
6.3047,0.10713,Thyonella pervicax
5.6412,0.64916,Thyonidium drummondii
6.4018,0.11895,Tonrometra multicirra
5.2157,0.020014,Tosia australis
5.9402,-0.12208,Tosia magnifica
5.8788,-0.12591,Tosia neossia
18.951,0.62627,Toxopneustes pileolus
47.048,1.2013,Toxopneustes roseus
4.8365,0.48629,Trachythyone bouvetensis
5.1621,0.029921,Trachythyone candida
1.4179,1.9902,Trachythyone cynthiae
3.6314,0.30853,Trachythyone macphersonae
1.9819,1.8226,Trachythyone maxima
2.6419,0.52402,Trachythyone parva
1.46,1.9997,Tremaster mirabilis
10.378,0.40217,Tretocidaris bartletti
6.4747,0.04148,Trichaster flagellifer
8.8475,1.0083,Trichometra cubensis
9.332,0.39244,Trigonocidaris albida
5.8309,1.9413,Trigonocidaris monolini
6.2717,0.077788,Tripneustes gratilla
9.6099,0.34647,Tripneustes ventricosus
4.3732,1.069,Tripylaster philippii
3.8434,0.48832,Tripylus excavatus
1.5465,1.0419,Trochoderma elegans
5.8595,0.078998,Tropiometra afra
10.015,0.34765,Tropiometra carinata
5.3191,0.037848,Uniophora granifera
4.6656,1.0589,Urasterias lincki
0.75008,1.2139,Urechinus naresianus
4.5232,1.8053,Ypsilothuria bitentaculata
2.3314,1.4487,Ypsilothuria talismani
6.504,0.067851,Zoroaster alternicanthus
8.6073,0.33659,Zoroaster fulgens
5.8241,0.22172,Zoroaster spinulosus
12.144,0.409,Zygometra comata
11.863,0.38746,Zygometra microdiscus
4.8517,-0.059097,Zygometra punctata
2.1619,1.5203,Zygothuria candelabri
1.9248,1.9148,Zygothuria lactea
NaN,NaN,Zygothuria marginata
5.331,-0.11249,Balanoglossus australiensis
6.4828,0.14216,Balanoglossus gigas
1.054,1.1305,Cephalodiscus densus
1.2341,0.79669,Cephalodiscus hodgsoni
5.0085,0.087173,Cephalodiscus kempi
4.0866,1.8887,Cephalodiscus nigrescens
4.9481,0.16899,Glossobalanus marginatus
6.1949,0.12319,Ptychodera bahamensis
6.5283,0.12322,Ptychodera flava
5.6762,0.078947,Rhabdopleura annulata
5.8731,0.10323,Rhabdopleura compacta
4.9353,0.0015884,Saccoglossus kowalevskii
5.2387,0.099148,Saccoglossus mereschkowskii
5.6434,0.22285,Stereobalanus canadensis
1.1128,0.84585,Acantholaimus iubilus
4.194,0.56507,Acantholaimus quintus
4.4543,0.68497,Actinonema celtica
5.2281,0.73335,Actinonema pachydermatum
3.1031,0.38985,Adoncholaimus crassicaudus
3.3074,0.64125,Aegialoalaimus tenuicaudatus
