ac,eo,species
5.9293,0.12379,Athanas nitescens
6.9033,0.13029,Athanas parvus
8.1315,-0.27428,Atlantocuma (Atlantocuma) tenue
5.4583,1.1678,Atlantopandalus propinqvus
1.6929,1.5817,Atrophia glacialis
1.0001,1.0092,Atrophia minuta
5.0376,0.022554,Atyloella magellanica
1.363,0.96744,Atylus carinatus
5.0142,-0.11399,Atypopenaeus compressipes
11.637,0.42028,Atypopenaeus stenodactylus
1,1.7539,Augaptilus glacialis
11.357,0.5606,Augaptilus longicaudatus
14.409,1.9575,Augaptilus megalurus
2.8251,-1.36,Austinixa cristata
5.0645,0.01141,Austinogebia wuhsienweni
1.5851,1.9478,Austinograea alayseae
3.9184,0.35246,Australicythere devexa
1.0457,1.911,Australicythere polylyca
6.082,0.12033,Australolestes berentsae
1.6178,-1.9055,Austrarcturella aphelura
6.5102,0.11387,Austrarcturella brychia
5.2946,0.050275,Austrarcturella callosa
7.0135,0.23356,Austrarcturella cava
5.7964,-0.3137,Austrarcturella hirsuta
5.8839,0.081546,Austrarcturella macrokola
5.3193,0.033796,Austrarcturella oculata
5.0449,0.0096469,Austrasphaera berentsae
1.0031,1.2176,Austrinoecia isocheira
7.2604,0.035289,Austroarcturus africanus
5.7107,-0.028821,Austroarcturus quadriconus
5.8151,0.017578,Austroarcturus similis
5.1824,-0.011459,Austrobalanus imperator
5.4513,0.22122,Austrochaetilia capeli
100.65,-1.1153,Austrocythere reticulotuberculata
4.4243,0.1207,Austrodecus breviceps
5.2053,0.11109,Austrodecus calcaricauda
2.4221,1.5719,Austrodecus curtipes
1.0058,1.5723,Austrodecus elegans
2.9412,0.53129,Austrodecus fagei
1,1.3524,Austrodecus frigorifugum
0.53463,1.3266,Austrodecus glabrum
1.0253,1.119,Austrodecus glaciale
6.2052,-0.13085,Austrodecus pushkini
1.9246,0.73449,Austrodecus simulans
5.7009,-0.58641,Austrodecus staplesi
5.6985,0.077556,Austrodromidia australis
5.8441,0.054265,Austrodromidia insignis
4.3362,0.14964,Austrofilius furcatus
5.907,0.09586,Austroleucon levis
5.9648,0.075606,Austrolibinia gracilipes
5.4987,0.064393,Austromaera mastersii
0.87453,1.1611,Austropallene brachyura
1.4048,0.79092,Austropallene calmani
1.0466,1.0973,Austropallene cornigera
1.4767,0.68775,Austropallene cristata
1.0059,1.1762,Austropallene gracilipes
3.5077,0.78495,Austropallene tcherniai
1.2787,0.78469,Austropallene tibicina
28.119,-0.32303,Austroraptus calcaratus
1.0391,0.99615,Austroraptus juvenilis
2.6082,1.5807,Austroraptus polaris
11.73,-0.1054,Austroraptus praecox
3.1541,0.99427,Austroregia huxleyana
3.908,0.60697,Austroregia regis
4.8466,0.27804,Austrosyrrhoe fimbriatus
5.372,0.068726,Austrotheres holothuriensis
1.0635,1.9727,Austrotrachyleberis antarctica
5.4909,0.033302,Austruca mjoebergi
3.9803,-0.185,Automate evermanni
3.9828,0.20546,Autonoe borealis
5.5634,0.2644,Autonoe denticarpus
6.3113,0.51085,Autonoe longipes
4.8013,0.071929,Autonoe megacheir
5.0481,0.0081618,Autonoe spiniventris
6.1657,-0.23108,Axiogynodiastylis rochfordi
7.1604,0.17007,Axiopsis serratifrons
5.7852,0.26165,Axius stirhynchus
4.7399,0.22408,Ayressoleberis dasyderma
1.4062,0.81223,Azygocypridina imperialis
7.7226,0.25001,Azygopleon schmitti
7.5545,0.25744,Babamunida callista
4.4778,-0.09139,Babamunida plexaura
3.5934,0.57089,Baeonectes muticus
4.3689,0.73953,Baeonectes pygmaea
4.2573,0.21001,Baffinicythere emarginata
4.3509,0.12911,Baffinicythere howei
1.7222,1.7716,Bairdoppilata hirsuta
1.0186,1.9522,Bairdoppilata simplex
1.7003,-1.8232,Bairdoppilata victrix
5.4606,0.15883,Balanus balanus
8.2712,0.24724,Balanus calidus
6.6308,0.1598,Balanus crenatus
6.2543,0.14404,Balanus laevis
2.0045,1.903,Balanus rostratus
6.0044,0.099487,Balanus spongicola
6.1885,0.99954,Balbidocolon atlanticum
5.2761,0.025868,Bamarooka bathycephala
6.015,-0.22957,Bamarooka endota
6.9719,0.22399,Bamberene dorsospina
9.3686,0.44669,Batea bousfieldi
1.4437,-1.9566,Batea campi
3.6097,-0.95765,Batea carinata
7.4471,0.2058,Batea catharinensis
5.3285,0.080322,Batedotea elongata
32.353,0.94597,Batepenaeopsis acclivirostris
6.5938,0.092825,Batepenaeopsis tenella
22.288,0.76166,Batepenaeopsis venusta
52.197,-1.4764,Bathicaris brasiliensis
3.9945,0.46649,Bathicaris cereus
6.2211,-0.24769,Bathicaris iridescens
10.666,1.2759,Bathyarctus faxoni
7.1386,0.20615,Bathyarctus rubens
1.0102,1.6171,Bathycalanus bradyi
1.046,1.8871,Bathycalanus richardi
1.7483,0.48795,Bathycallisoma schellenbergi
1.0058,-1.2961,Bathycheles incisus
4.6868,0.78492,Bathyconchoecia longispinata
1.0314,1.9804,Bathyconchoecia nodosa
4.9507,0.48474,Bathyconchoecia paulula
5.8144,0.61395,Bathycuma brevirostre
1.0497,1.4653,Bathycuma longicaudatum
5.8743,0.21943,Bathylasma alearum
1.9176,1.8431,Bathylasma corolliforme
4.8863,0.20976,Bathymedon longimanus
5.3028,0.08475,Bathymedon neozelanicus
2.9092,1.2137,Bathymedon obtusifrons
3.3063,1.7512,Bathymedon pumilus
4.2573,0.34229,Bathymedon saussurei
1.0979,1.1612,Bathymedon subcarinatus
9.472,0.44648,Bathymenes alcocki
4.281,1.8358,Bathymenes aleator
8.9436,0.34929,Bathynectes longispina
9.7561,0.46854,Bathynectes maravigna
NaN,NaN,Bathynectes piperitus
10.124,0.38713,Bathynomus giganteus
7.6331,0.22351,Bathynomus immanis
7.0109,0.22141,Bathynomus kapala
5.5074,0.91469,Bathypaguropsis yaldwyni
25.522,-0.72123,Bathypalaemonella serratipalma
1.2722,1.1533,Bathypallenopsis longirostris
8.6508,0.44015,Bathypallenopsis tritonis
7.7207,0.22787,Bathypilumnus nigrispinifer
8.6347,0.2755,Bathypilumnus pugilator
9.1723,0.3415,Bathyplax typhla
6.5995,0.42302,Bathyporeia elegans
5.6634,0.16046,Bathyporeia gracilis
6.7439,0.26825,Bathyporeia guilliamsoniana
5.1958,0.054245,Bathyporeia lindstromi
5.25,0.053768,Bathyporeia nana
5.083,0.017347,Bathyporeia parkeri
5.593,0.15373,Bathyporeia pelagica
5.4142,0.11922,Bathyporeia pilosa
5.7183,0.18165,Bathyporeia quoddyensis
5.2914,0.082381,Bathyporeia sarsi
6.381,0.52535,Bathyporeia tenuipes
5.738,-0.20057,Bathytanais bathybrotes
5.6382,-0.15826,Bathytanais parageios
19.172,0.75541,Batrachonotus fragosus
5.1237,0.83361,Beatricella aemula
6.0139,0.26145,Bellidilia cheesmani
5.2294,0.015212,Bellidilia undecimspinosa
1.0492,1.5737,Belonectes parvus
5.3803,-0.16309,Belura pillara
8.1623,0.18297,Belzebub faxoni
5.2313,0.02966,Belzebub hanseni
8.4661,0.31914,Belzebub penicillifer
5.5552,0.042876,Bemlos aequimanus
5.6411,0.083922,Bemlos mackinneyi
1.079,-1.9964,Bemlos macromanus
1.3569,-1.9652,Bemlos quadrimanus
6.7155,0.14874,Bemlos spinicarpus
8.211,0.3339,Bemlos tempus
6.806,0.19042,Bemlos tigrinus
3.8295,-0.19113,Bemlos waipio
5.5353,0.4111,Bentheogennema burkenroadi
6.4946,0.3545,Bentheuphausia amblyops
4.0047,1.4141,Benthochascon hemingi
5.8648,1.2943,Benthoecetes bartletti
13.172,1.0498,Benthoecetes tanneri
7.8609,0.18633,Bestiolina similis
5.1456,-0.046243,Betaeus australis
3.6955,0.422,Betamorpha fusiformis
12.014,0.3956,Biarctus vitiensis
3.0795,-0.95818,Biffarius biformis
4.9898,-0.019493,Biffarius limosus
10.777,0.40175,Bigelowina biminiensis
4.7856,-0.058601,Bircenna fulva
1.4832,0.94666,Birsteiniamysis inermis
5.047,0.058948,Birubius babaneekus
4.9203,-0.031582,Birubius jirrandus
5.0528,0.010478,Birubius kokorus
5.0608,-0.026521,Birubius lowannus
5.0985,-0.10102,Birubius maamus
5.0442,0.016142,Birubius maldus
5.0702,0.011735,Birubius mayamayi
5.0961,-0.018053,Birubius panamunus
5.004,0.044684,Birubius wulgaru
5.2488,0.024637,Birubius yourlunus
4.7429,-0.0037476,Blepharipoda occidentalis
5.546,0.19455,Bodotria arenosa
5.5071,-0.66161,Bodotria elevata
5.3618,0.12813,Bodotria nitida
5.4986,0.18843,Bodotria pulchella
5.6148,0.097353,Bodotria scorpioides
6.0928,0.32956,Bodotria serica
5.0521,-0.10058,Booralana bathynella
5.2908,0.12245,Booranus wangoorus
6.2052,0.10894,Bopyrina abbreviata
4.2722,0.41282,Bopyroides hippolytes
5.4345,0.21657,Bopyrus squillarum
4.9525,0.24098,Boreomysis arctica
1.2048,1.2121,Boreomysis bispinosa
1.0652,1.8109,Boreomysis brucei
4.9033,-0.95784,Boreomysis illigi
4.947,0.67507,Boreomysis megalops
5.2025,0.32774,Boreomysis microps
3.2873,1.703,Boreomysis rostrata
3.361,1.5164,Boreomysis tridens
1.0628,1.5424,Boreonymphon abyssorum
1.6019,0.59273,Boreonymphon robustum
3.6532,0.64158,Boreopontia heipi
1.0766,1.9136,Boroecia antipoda
5.9924,0.23572,Boroecia borealis
1.4268,1.2378,Boroecia maxima
5.6022,0.0053425,Boschmaia mundicola
1.2022,1.9388,Bosmina (Bosmina) longirostris
4.2341,0.7392,Bosmina (Eubosmina) coregoni
1,1.3279,Bovallia gigantea
1.0093,-1.9827,Brachycalanus rothlisbergi
6.0564,0.090129,Brachycarpus biunguiculatus
4.3955,0.33221,Brachydiastylis resima
4.7046,-0.047128,Brachynotus foresti
5.6225,0.10152,Brachynotus sexdentatus
7.1653,0.20819,Brachyscelus crusculum
11.328,0.11695,Bradleya dictyon
1.2474,0.65519,Bradleya mesembrina
4.5293,-0.9755,Bradleya normani
4.7377,0.25575,Bradleya silentium
3.443,1.3521,Bradya scotti
5.5524,0.19566,Bradya typica
0.25743,1.9645,Bradycalanus typicus
5.26,-0.018052,Bradyidius armatus
7.2618,0.19381,Bradyidius arnoldi
2.0395,1.8552,Bradyidius saanichi
4.5623,1.3448,Bradyidius similis
1.078,-1.936,Bradyidius styliformis
5.5244,0.047488,Brasilomysis castroi
5.1863,-0.0024877,Brolgus tattersalli
2.9364,0.74391,Brucerolis brandtae
1.905,1.8565,Brucerolis bromleyana
1.9287,1.9285,Brucerolis hurleyi
5.1096,0.13264,Brucerolis osheai
1.4149,1.9982,Brucerolis victoriensis
4.3222,0.36373,Bruzelia tuberculata
2.3874,1.4808,Bruzelia typica
5.1543,-0.02157,Bulbamphiascus imus
5.3079,0.35154,Bullowanthura crebrui
5.4213,0.021077,Bullowanthura pambula
5.9364,-0.054494,Bunburia prima
4.9986,-0.019617,Byblis abyssi
7.2802,0.29847,Byblis affinis
2.2365,0.58781,Byblis antarctica
4.5485,0.1031,Byblis crassicornis
4.6983,0.13223,Byblis erythrops
5.1603,1.1222,Byblis gaimardii
4.5364,0.14824,Byblis longicornis
5.1506,0.0040201,Byblis mildura
5.1098,0.71128,Byblis millsi
7.0457,0.27719,Byblis minuticornis
8.6073,0.31975,Byblis nanshaensis
2.0178,2,Byblis pearcyi
1.0985,1.0204,Byblis securiger
7.4914,0.33063,Byblis serrata
1.0021,1.0864,Byblis subantarctica
5.9425,-0.04462,Byblis tinamba
5.1881,0.79935,Byblis veleronis
6.5025,0.062503,Byblisoides richardi
3.1209,0.65967,Bythiopagurus macrocolus
1.001,1.2622,Bythocaris gracilis
1.5664,0.84676,Bythocaris leucopis
1.8481,0.83347,Bythocaris miserabilis
8.1287,0.25328,Bythocaris nana
2.3458,0.60142,Bythocaris payeri
1,1.8788,Bythocaris simplicirostris
3.2576,0.79253,Bythocypris (Bythotriangularia) mozambiquensis
1.3024,1.0954,Bythocythere constricta
3.9375,0.69253,Bythograea microps
NaN,NaN,Bythograea thermydron
6.5185,0.027729,Bytholeucon hiscens
4.5867,0.089126,Caecognathia abyssorum
6.3091,0.1906,Caecognathia calva
3.6959,1.3249,Caecognathia cerina
5.6266,0.1529,Caecognathia crenulatifrons
4.7228,0.090743,Caecognathia elongata
1.277,1.9367,Caecognathia stygia
4.1409,0.25825,Caeconyx caeculus
11.505,1.277,Caesaromysis hispida
1.0577,1.2955,Calanoides acutus
5.7901,0.24864,Calanoides brevicornis
5.8816,0.098141,Calanoides patagoniensis
7.4535,0.1934,Calanopia americana
19.727,0.62191,Calanopia aurivilli
21.455,0.70374,Calanopia minor
8.3007,0.22441,Calanopia thompsoni
6.7809,0.27766,Calanus agulhensis
5.9925,0.081112,Calanus australis
6.8139,0.70441,Calanus chilensis
8.0651,0.29962,Calanus finmarchicus
6.6337,0.61443,Calanus glacialis
6.1724,-0.010827,Calanus helgolandicus
6.4678,0.3335,Calanus hyperboreus
6.1077,0.76963,Calanus jashnovi
4.4229,0.74772,Calanus marshallae
5.9098,1.1152,Calanus pacificus
1.2214,1.107,Calanus propinquus
5.0306,0.3565,Calanus simillimus
6.5909,0.10287,Calanus sinicus
1.5656,-1.746,Calappa capellonis
11.598,0.38526,Calappa clypeata
5.6067,0.048408,Calappa flammea
9.2424,0.35466,Calappa galloides
7.1858,0.20482,Calappa granulata
13.071,0.46283,Calappa lophos
3.1725,-0.88228,Calappa nitida
8.7246,0.29037,Calappa ocellata
28.243,1.0073,Calappa pelii
7.8232,0.21617,Calappa philargius
11.513,0.44135,Calappa pustulosa
12.756,0.49421,Calappa rubroguttata
12.555,0.46439,Calappa sulcata
5.842,0.045311,Calappa woodmasoni
13.111,0.52964,Calappula tortugae
4.2512,1.2113,Calathura brachiata
4.61,0.22269,Calathura norvegica
6.3236,0.17181,Calcinus albengai
1.0991,-1.9992,Calcinus haigae
7.9101,0.23766,Calcinus isabellae
1.3836,-1.9753,Calcinus laurentae
8.7483,0.24497,Calcinus rosaceus
5.1397,0.019432,Calcinus spicatus
7.3789,0.19288,Calcinus tibicen
3.1347,0.43048,Califanthura pingouin
6.7507,0.13918,Caligus bonito
6.9569,0.19644,Caligus coryphaenae
4.2013,0.52443,Caligus curtus
5.0968,0.21287,Caligus elongatus
4.9128,0.38036,Caligus rapax
7.1202,1.0744,Callianassa australis
5.7898,0.16419,Callianassa subterranea
12.72,0.51935,Callichirus major
15.038,0.62055,Callidactylus asper
1.2607,-1.8611,Callinectes amnicola
1.6921,-1.9681,Callinectes bocourti
2.5465,-1.565,Callinectes danae
4.8343,-0.30103,Callinectes exasperatus
2.5432,-1.6518,Callinectes ornatus
6.9086,0.10281,Callinectes sapidus
7.5119,0.18722,Callinectes similis
5.6155,0.21246,Calliopius laeviusculus
5.195,0.030023,Callipallene brevirostris
6.4121,-0.026568,Callipallene emaciata
5.2025,0.13448,Callipallene margarita
5.141,-0.65358,Callipallene micracantha
10.466,0.35809,Callipallene novaezealandiae
5.2391,0.046875,Callipallene phantoma
5.7347,0.18598,Callipallene tiberi
4.9114,-0.22155,Callistocythere cranekeyensis
5.0735,0.028229,Callistocythere flavidofusca
26.603,0.9308,Calmania prima
5.6784,0.13591,Calocalanus adriaticus
5.3191,0.084296,Calocalanus atlanticus
24.008,0.78095,Calocalanus contractus
5.365,0.034445,Calocalanus elegans
5.1931,0.019235,Calocalanus elongatus
4.7534,-0.030272,Calocalanus gresei
4.9443,-0.073362,Calocalanus kristalli
5.6843,0.091551,Calocalanus latus
5.7636,0.19156,Calocalanus lomonosovi
5.1918,0.043857,Calocalanus longisetosus
5.267,-0.055746,Calocalanus minutus
5.7592,0.082006,Calocalanus neptunus
5.7599,0.0085592,Calocalanus ovalis
5.4665,0.087369,Calocalanus parelongatus
50.413,-0.18392,Calocalanus pavo
7.0521,-0.72573,Calocalanus pavoninus
5.4418,0.046142,Calocalanus plumatus
18.514,0.61698,Calocalanus plumulosus
19.641,0.66188,Calocalanus styliremis
5.8017,0.057534,Calocalanus tenuis
8.41,0.18048,Calocarcinus africanus
6.1867,0.3659,Calocarides coronatus
NaN,NaN,Calocarides quinqueseriatus
6.0512,0.27513,Calocarides vigila
6.9333,0.53261,Calocaris macandreae
3.3033,1.4307,Calocaris templemani
7.2392,0.21662,Calozodion heardi
2.4573,-1.179,Calozodion wadei
2.5542,-1.4264,Calvactaea tumida
7.782,0.20128,Camatopsis rubida
7.6252,0.67155,Campylaspis affinis
5.1802,0.81808,Campylaspis alba
1.7536,0.84298,Campylaspis antarctica
4.9712,0.39796,Campylaspis apheles
5.9313,0.045324,Campylaspis aspera
1.0095,1.9426,Campylaspis bicarinata
4.8838,-0.18297,Campylaspis biplicata
5.5579,0.45987,Campylaspis canaliculata
5.0028,0.31313,Campylaspis costata
5.5589,0.092118,Campylaspis glabra
1.6709,1.7971,Campylaspis globosa
4.445,1.4459,Campylaspis hartae
8.674,0.30568,Campylaspis heardi
5.3254,0.34119,Campylaspis horridoides
1.2447,1.2484,Campylaspis johnstoni
5.6531,0.16655,Campylaspis legendrei
1.0109,1.1447,Campylaspis maculata
4.0187,1.1117,Campylaspis mansa
4.0866,0.92926,Campylaspis nitens
7.578,-0.14541,Campylaspis nodulosa
1.0403,1.8982,Campylaspis quadriplicata
11.009,-0.62149,Campylaspis rex
5.6292,0.81558,Campylaspis rostrata
6.5687,1.0342,Campylaspis rubicunda
5.6339,0.44931,Campylaspis rubromaculata
6.5173,0.0071788,Campylaspis spinosa
7.219,-0.17767,Campylaspis squamifera
6.2565,0.12597,Campylaspis thompsoni
6.1861,-0.10539,Campylaspis undata
6.5894,0.12823,Campylaspis uniplicata
5.4846,0.30766,Campylaspis valleculata
6.6404,-0.10266,Campylaspis verrucosa
5.5436,0.42644,Campylaspis vitrea
4.7172,1.0359,Campylonotus rathbunae
4.937,0.89048,Campylonotus vagans
9.3652,0.35443,Cancellus ornatus
5.4612,0.13346,Cancer bellianus
7.9666,0.26416,Cancer borealis
7.6575,0.23028,Cancer irroratus
6.7402,0.28065,Cancer pagurus
7.1553,0.18494,Cancer plebejus
5.2286,0.23842,Cancer productus
5.3776,0.4681,Cancerilla tubulata
5.3294,-0.092026,Candacia armata
9.2987,0.21836,Candacia bipinnata
7.7948,0.19043,Candacia bispinosa
16.358,0.44242,Candacia bradyi
37.574,0.97996,Candacia catula
5.8511,0.23305,Candacia cheirura
6.1217,0.076554,Candacia columbiae
17.536,0.60693,Candacia curta
8.1482,0.22884,Candacia discaudata
6.1681,0.64419,Candacia elongata
6.4245,0.036898,Candacia ethiopica
1.0081,1.6505,Candacia falcifera
9.1618,0.19503,Candacia longimana
5.2444,0.17201,Candacia norvegica
11.231,0.3283,Candacia pachydactyla
11.797,0.42802,Candacia simplex
6.2517,0.23135,Candacia tenuimana
25.16,0.7947,Candacia truncata
9.8994,0.39074,Candacia varicans
13.063,0.12387,Canthocalanus pauper
5.2835,0.097663,Canuella furcigera
5.7751,-0.0087293,Canuella perplexa
6.2546,0.12564,Caphyra rotundifrons
5.2989,0.057946,Caprella acanthifera
5.0242,0.099315,Caprella californica
1.9358,1.4655,Caprella ciliata
5.3286,-0.010729,Caprella danilevskii
3.9828,0.20546,Caprella dubia
5.4427,-0.0031944,Caprella equilibra
5.199,0.56846,Caprella erethizon
4.8739,0.36269,Caprella fretensis
5.9653,0.66635,Caprella grahami
5.0607,0.71134,Caprella laeviuscula
6.1679,0.4105,Caprella linearis
6.0032,-0.064516,Caprella liparotensis
5.4564,0.03332,Caprella mendax
5.1385,0.0010652,Caprella penantis
4.8449,-0.51397,Caprella rapax
3.0992,1.4827,Caprella rinki
5.3238,0.24326,Caprella septentrionalis
5.1868,0.057856,Caprella tuberculata
5.8427,0.24835,Caprella unica
6.7221,0.085269,Caprellina longicollis
1.0559,1.9182,Caprellinoides mayeri
1.1482,1.824,Caprellinoides tristanensis
7.3527,0.21509,Carcinoplax longimanus
8.2253,0.19869,Carcinoplax purpurea
15.313,0.58721,Carcinoplax specularis
6.0203,0.11539,Carcinoplax uncinata
6.1778,0.1654,Carcinus aestuarii
6.126,0.077625,Carcinus maenas
1.0095,1.9446,Cardenio paurodactylus
3.5664,1.8615,Cardus crucifer
5.6682,0.39308,Caridion gordoni
5.3655,0.078222,Caridion steveni
5.5951,0.15128,Carinocythereis carinata
6.4748,0.12409,Carinosquilla australiensis
6.0849,0.085626,Carinosquilla carita
6.7866,0.14607,Carinosquilla redacta
4.852,-0.044332,Carinosquilla thailandensis
1.1052,-1.9262,Carpias algicola
7.4036,0.2184,Carpias bermudensis
10.247,0.31709,Carpilius convexus
6.6669,0.16495,Carpilius corallinus
12.668,0.46702,Carpilius maculatus
6.7333,0.11,Carpoapseudes curticarpus
5.6437,0.12197,Carpoapseudes kudinovae
6.9604,-0.76385,Carpoapseudes laubieri
11.176,0.43735,Carpoporus papulosus
6.3601,0.51751,Casco bigelowi
5.6713,0.19896,Cassidina typa
6.5261,0.12426,Cassidinidea ovalis
1.5623,-1.7389,Cataleptodius floridanus
8.9484,0.013823,Catapagurus gracilis
8.1971,0.31121,Catapagurus sharreri
6.4887,-0.033218,Catherinum idioplax
0.50213,1.7036,Catherinum minutum
1.9002,1.7791,Catherinum recurvitergum
2.6133,0.39177,Catherinum striolatum
2.5892,0.86392,Cativella bensoni
8.3041,0.26729,Catoptrus inaequalis
5.176,-1.2456,Cavoportunus dubius
7.6428,0.24823,Celatopesia concava
5.5613,0.15511,Centraloecetes dellavallei
5.674,0.14093,Centraloecetes kroyeranus
5.2731,0.119,Centraloecetes neapolitanus
5.3412,0.19793,Centraloecetes striatus
1.0022,1.8406,Centraugaptilus horridus
1.8402,-1.6551,Centraugaptilus rattrayi
6.0485,0.23338,Centropages abdominalis
5.4668,0.12559,Centropages aucklandicus
5.6016,0.033658,Centropages australiensis
6.3195,0.15453,Centropages brachiatus
8.3711,0.18131,Centropages bradyi
9.9193,0.35177,Centropages calaninus
5.2552,-0.0066468,Centropages chierchiae
5.7676,0.10667,Centropages elegans
12.861,0.48079,Centropages elongatus
12.683,0.10998,Centropages furcatus
11.609,0.37911,Centropages gracilis
6.8625,0.27176,Centropages hamatus
5.8513,0.13915,Centropages kroyeri
8.2726,0.23452,Centropages longicornis
12.917,0.39362,Centropages orsinii
5.9425,0.17159,Centropages ponticus
6.9037,0.16335,Centropages tenuiremis
7.9627,0.36255,Centropages typicus
4.6982,-0.089213,Centropages velificatus
8.632,0.27982,Centropages violaceus
4.8837,0.30675,Cephalophanes frigidus
5.2741,-0.0126,Cephalophoxoides burleus
4.4719,0.15637,Cephalophoxoides kergueleni
4.6418,-0.81485,Cephalophoxoides kukathus
1.0002,1.1071,Ceradocoides chiltoni
1.056,1.9978,Ceradocopsis kergueleni
4.6472,-0.063145,Ceradocus (Denticeradocus) crenatipalma
8.0462,0.20567,Ceradocus (Denticeradocus) oxyodus
5.5319,0.061599,Ceradocus (Denticeradocus) ramsayi
5.148,-0.027126,Ceradocus (Denticeradocus) rubromaculatus
5.2096,0.0002468,Ceradocus (Denticeradocus) serratus
5.2175,0.0092998,Ceradocus (Denticeradocus) sheardi
3.3277,-0.87261,Ceradocus shoemakeri
7.7484,0.21904,Ceradomaera plumosa
11.777,0.42143,Cerapus benthophilus
13.706,0.54989,Cerapus cudjoe
5.0205,0.038109,Cerapus longirostris
6.9982,0.16905,Cerapus tubularis
7.3938,0.067251,Cerataspis monstrosus
5.9655,-0.4471,Ceratocephalus grayanus
5.8522,0.052516,Ceratoconcha domingensis
5.9739,0.086988,Ceratoconcha floridana
9.7502,-0.41643,Ceratocuma horridum
1.7822,-1.8982,Ceratoplax ciliata
6.4876,0.12827,Ceratoplax truncatifrons
4.8119,1.7121,Ceratoserolis meridionalis
1.1743,0.95049,Ceratoserolis trilobitoides
11.863,0.58702,Ceratothoa gaudichaudii
5.5951,0.031699,Cestopagurus timidus
10.062,0.66636,Chacellus filiformis
5.6528,0.77605,Chaceon affinis
6.2405,0.14181,Chaceon bicolor
NaN,NaN,Chaceon chuni
3.6044,1,Chaceon erytheiae
8.2814,0.28827,Chaceon fenneri
6.4332,0.22015,Chaceon macphersoni
31.333,1.3293,Chaceon maritae
4.8591,1.1953,Chaceon mediterraneus
6.5232,1.259,Chaceon quinquedens
1.1299,1.8043,Chaetarcturus bovinus
232.52,-1.0242,Chalaraspidum alatum
5.8395,0.50839,Chalarostylis elegans
14.643,0.57538,Challengerosergia talismani
6.2756,-0.089801,Charcotia australiensis
