family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Lamnidae,c,mono,Tunisia,,Gilman et al (2022),Sharks,11,0.4545454545454546,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,1024,0.5546875,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,23,0.43478260869565216,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,56,0.3392857142857143,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,10,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Myliobatidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,2,0,Aetomylaeus bovinus,longline,benthopelagic,222,50,matrotrophic viviparity,stationary,at-vessel mortality,,Aetomylaeus,19.152,,,,,,
Myliobatidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,10,0,Aetomylaeus bovinus,longline,benthopelagic,222,50,matrotrophic viviparity,stationary,at-vessel mortality,,Aetomylaeus,19.152,,,,,,
Triakidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,13,0.2307692307692308,Mustelus mustelus,longline,demersal,174.5,400,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,11.068,,,,,,
Glaucostegidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,3,0.6666666666666666,Glaucostegus cemiculus,longline,demersal,245,54.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Glaucostegus,5.7727,,,,,,
Rajidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,3,0,Raja clavata,longline,demersal,130,513,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,,,,,,
Carcharhinidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,88,0.6477272727272727,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,1,1,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,4,0.75,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,2,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Triakidae,j,mono,Tunisia,,Gilman et al (2022),Sharks,8,0.5,Mustelus mustelus,longline,demersal,174.5,400,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,11.068,,,,,,
Rajidae,j,mono,Tunisia,,Gilman et al (2022),Batoids,2,0,Raja clavata,longline,demersal,130,513,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,,,,,,
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1102,0.3221415607985481,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1910,0.3979057591623037,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,86,0.686046511627907,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,362,0.2265193370165746,Lamna nasus,longline,pelagic-oceanic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,11633,0.10530387690191696,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,25069,0.1221428856356456,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,992,0.1028225806451613,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,13138,0.08334601918100168,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Cetorhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,3,0,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Cetorhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,4,0.5,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Cetorhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1,0,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Alopiidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,16,0.25,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,47,0.2978723404255319,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,3,0.3333333333333333,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,18,0.1111111111111111,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1,0,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1029,0.26239067055393583,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1423,0.2312016865776529,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,224,0.3125,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1286,0.24961119751166408,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,6,0.5,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,6,0.6666666666666666,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,3,0,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,2,0,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,3,0.3333333333333333,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,mono,Canada,Canada,Gilman et al (2022),Sharks,8,0.5,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,USA,USA,Gilman et al (2022),Sharks,91,0.05494505494505494,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,USA,USA,Gilman et al (2022),Sharks,1001,0.00999000999000999,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,c,mono,USA,USA,Gilman et al (2022),Batoids,59,0,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Lamnidae,c,mono,USA,USA,Gilman et al (2022),Sharks,29,0.13793103448275862,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Somniosidae,c,mono,USA,USA,Gilman et al (2022),Sharks,15,0.06666666666666667,Scymnodon ichiharai,longline,bathypelagic,151.1,640,lecithotrophic viviparity,stationary,at-vessel mortality,,Scymnodon,3.9064,,,,,,
Carcharhinidae,c,mono,Tropical Atlantic,Taiwan,Gilman et al (2022),Sharks,609,0.32019704433497537,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Tropical Atlantic,Taiwan,Gilman et al (2022),Sharks,564,0.3102836879432624,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Mobulidae,c,other,American Samoa,USA,Gilman et al (2022),Batoids,10,0,Mobula birostris,longline,reef-associated,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,,,,,,
Dasyatidae,c,other,American Samoa,USA,Gilman et al (2022),Batoids,17966,0.1211176667037738,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,1192,0.3238255033557047,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,3328,0.3590745192307692,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,6879,0.0585840965256578,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,410,0.1926829268292683,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,1,0,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,7,0.5714285714285714,Alopias pelagicus,longline,pelagic-oceanic,428,150,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,9.7281,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,12,0.3333333333333333,Sphyrna lewini,longline,pelagic-oceanic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,6,0.5,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,826,0.4297820823244552,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,59,0.22033898305084745,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,2,0,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,18,0.05555555555555555,Carcharhinus galapagensis,longline,reef-associated,300,143,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0985,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus amblyrhynchos,longline,reef-associated,265,137.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.8746,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Somniosidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,18,0.3888888888888889,Scymnodon ichiharai,longline,bathypelagic,151.1,640,lecithotrophic viviparity,stationary,at-vessel mortality,,Scymnodon,3.9064,,,,,,
Dalatiidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,1,0,Isistius brasiliensis,longline,bathypelagic,42,1850,lecithotrophic viviparity,ram,at-vessel mortality,,Isistius,15.604,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Pseudocarchariidae,c,other,American Samoa,USA,Gilman et al (2022),Sharks,22,0.09090909090909093,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dasyatidae,c,wire,American Samoa,USA,Gilman et al (2022),Batoids,38,0.02631578947368421,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
Carcharhinidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,15,0.26666666666666666,Carcharhinus longimanus,longline,pelagic-oceanic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,76,0.3026315789473684,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,187,0.0427807486631016,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,32,0.4375,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,4,1,Alopias pelagicus,longline,pelagic-oceanic,428,150,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,9.7281,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,1,1,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,2,0,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,2,0.5,Isurus paucus,longline,pelagic-oceanic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,c,wire,American Samoa,USA,Gilman et al (2022),Sharks,13,0.3076923076923077,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Mobulidae,j,other,American Samoa,USA,Gilman et al (2022),Batoids,3,0,Mobula birostris,longline,reef-associated,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,,,,,,
Dasyatidae,j,other,American Samoa,USA,Gilman et al (2022),Batoids,298,0.00335570469798657,Pteroplatytrygon violacea,longline,pelagic-oceanic,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,,,,,,
